ISODateTimeUTC,SecondsSince1970,COG,Heel,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Line_C,Line_L,Line_R,Log,Lon,LonBow,LonCenter,LonStern,MagneticVariation,ROT,Side_lines,SOG,TimeLocal,TimeUTC,Total_lines,Trim,TWA,TWA_Abs,TWD,TWS,VMG,run,rider_name,boat_name,maneuver_type,interval_duration,start_time,end_time,target_id,maneuver_index,Timestamp GPS,Latitude,Longitude,Euler_X (deg),Euler_Y (deg),LoadCell_1,LoadCell_2,LoadCell_3,LoadCell_4,LoadCell_5,LoadCell_6,F_front,F_back,M_tot_X,M_tot_Y,M_front_X,M_front_Y,M_back_X,M_back_Y,P_front_X,P_front_Y,P_back_X,P_back_Y
2025-06-08 08:05:56.157000+00:00,1749369956.157,70.4,-51.6,51.6,51.6,43.5212515,43.521252133,43.521250022,43.521247911,99.936,9.3,7.5,2696.899,4.1046365,4.104638953,4.104630777,4.1046226,2.5,17.526,16.8,26.6,1749377156157.0,1749369956157.0,110.974,9.9,-149.569,149.569,280.831,7.684,22.935,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:56.200000+00:00,43.5212135314941,4.10461521148681,345.4375,-0.9375,18597.069582116,3965.48619631201,5049.10809212945,12266.8864040705,8314.00967053405,-6755.37660219632,13825.5194724082,27611.6638705575,-4211.86931996235,2970.99388096985,-2653.60568937422,-254.466988074317,-1558.26363058813,-825.75905840898,-18.4056004971212,191.935333400676,-29.9061679977022,56.4349775476485
2025-06-08 08:05:56.269000+00:00,1749369956.269,69.6,-44.5,44.5,44.5,43.5212561,43.521256758,43.521254564,43.521252371,107.2,8.0,6.875,2698.258,4.1046521,4.10465454,4.104646406,4.104638271,2.5,-7.08,15.324,26.6,1749377156269.999,1749369956269.999,112.225,5.5,-148.746,148.746,280.854,7.673,22.74,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:56.250000+00:00,43.5212135314941,4.10461521148681,347.3125,0.0625,15688.2081249359,4684.03385751803,6147.8979864604,11968.8682492527,8082.72003796975,-6818.67625924185,13232.9120279806,26520.1399689144,-3792.80701841501,3061.44962285538,-2620.862458935,-266.273546754661,-1171.94455948,-670.677819411097,-20.1220673266498,198.056365325579,-25.2893770620077,44.1907380901346
2025-06-08 08:05:56.358000+00:00,1749369956.358,68.0,-50.9,50.9,50.9,43.5212604,43.521261107,43.52125875,43.521256392,105.0,6.2,6.389,2699.611,4.1046678,4.104670214,4.104662167,4.10465412,2.5,-18.182,14.175,26.6,1749377156358.0,1749369956358.0,113.2,6.1,-147.128,147.128,280.872,7.664,22.341,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:56.400000+00:00,43.5212249755859,4.10464668273925,345.75,-1.0,18215.1429200551,2909.47452490479,4928.63819074162,11475.8457968743,7461.36190519874,-6972.04678415414,11965.1609179189,26053.2556357016,-4203.53469913699,3230.55115540308,-2573.48101505347,-268.546710637049,-1630.05368408351,-763.640421836395,-22.4440534046538,215.081187182317,-29.3107484344472,62.5662184748152
2025-06-08 08:05:56.457000+00:00,1749369956.457,69.3,-58.1,58.1,58.1,43.521265,43.521265667,43.521263443,43.521261218,106.9,6.3,5.836,2700.977,4.1046835,4.104685936,4.104677817,4.104669698,2.5,13.0,12.869,26.6,1749377156457.999,1749369956457.999,114.307,7.4,-148.408,148.408,280.892,7.654,22.658,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:56.400000+00:00,43.5212249755859,4.10464668273925,345.75,-1.0,18215.1429200551,2909.47452490479,4928.63819074162,11475.8457968743,7461.36190519874,-6972.04678415414,11965.1609179189,26053.2556357016,-4203.53469913699,3230.55115540308,-2573.48101505347,-268.546710637049,-1630.05368408351,-763.640421836395,-22.4440534046538,215.081187182317,-29.3107484344472,62.5662184748152
2025-06-08 08:05:56.555000+00:00,1749369956.555,68.0,-52.3,52.3,52.3,43.521269,43.521269707,43.52126735,43.521264992,109.6,6.3,5.3,2702.319,4.1046992,4.104701614,4.104693567,4.10468552,2.5,-13.402,11.602,26.6,1749377156555.0,1749369956555.0,115.381,8.2,-147.089,147.089,280.911,7.644,22.331,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:56.600000+00:00,43.5212326049804,4.10467672348022,344.5,-2.1875,22140.2907862999,2342.02706761706,5544.43036401232,14327.8278326845,7699.07541094299,-7550.34318915915,14476.5600544684,30026.7482179293,-5160.51994358693,3746.64098752027,-3052.00485754719,-83.6804416815163,-2108.51508603973,-892.921395149008,-5.78040925238224,210.823900571956,-29.7375323051409,70.2212264457164
2025-06-08 08:05:56.647000+00:00,1749369956.647,70.6,-57.3,57.3,57.3,43.5212734,43.521274027,43.521271937,43.521269846,106.0,6.3,4.1,2703.661,4.1047147,4.104717156,4.104708969,4.104700783,2.5,28.261,10.4,26.6,1749377156647.0,1749369956647.0,116.4,6.5,-149.671,149.671,280.929,7.635,22.959,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:56.633333333+00:00,43.5212326049804,4.10467672348022,344.9375,-2.0,30076.3367987845,-39.4738807145041,2968.19769881887,15776.8077181904,4709.75467455417,-8562.67501815236,11923.8873745922,33005.0606168889,-6602.69167908647,5674.81596901932,-3395.35784171982,227.397524713939,-3207.33383736665,-1276.28756508769,19.0707541567764,284.752592426756,-38.6694507215844,97.1770321708009
2025-06-08 08:05:56.755000+00:00,1749369956.755,68.4,-57.6,57.6,57.6,43.5212775,43.521278195,43.521275878,43.521273561,105.7,8.3,6.4,2705.0,4.1047303,4.104732721,4.104724651,4.104716581,2.5,-20.37,14.7,26.5,1749377156755.0,1749369956755.0,120.4,7.0,-147.449,147.449,280.951,7.624,22.337,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:56.800000+00:00,43.521240234375,4.10470819473266,343.4375,-2.875,19853.5215366795,2516.5728854717,1869.7549875839,7774.76943502778,7398.14437803948,-6000.30641380358,9172.60739926368,24239.8494097351,-3768.0081122656,2966.13522921961,-1921.62308091197,-510.630267198828,-1846.38503135363,-966.591004339848,-55.669042069741,209.495838780392,-39.8761142448207,76.1714728562667
2025-06-08 08:05:56.858000+00:00,1749369956.858,70.2,-46.9,46.9,46.9,43.5212817,43.52128234,43.521280208,43.521278076,100.8,7.3,6.246,2706.342,4.1047459,4.10474835,4.104740184,4.104732018,2.5,17.476,13.722,26.5,1749377156858.0,1749369956858.0,113.574,6.7,-149.228,149.228,280.972,7.614,22.769,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:56.800000+00:00,43.521240234375,4.10470819473266,343.4375,-2.875,19853.5215366795,2516.5728854717,1869.7549875839,7774.76943502778,7398.14437803948,-6000.30641380358,9172.60739926368,24239.8494097351,-3768.0081122656,2966.13522921961,-1921.62308091197,-510.630267198828,-1846.38503135363,-966.591004339848,-55.669042069741,209.495838780392,-39.8761142448207,76.1714728562667
2025-06-08 08:05:56.954000+00:00,1749369956.954,70.0,-40.9,40.9,40.9,43.5212858,43.521286446,43.521284293,43.521282141,95.885,6.7,6.1,2707.688,4.1047616,4.104764047,4.104755891,4.104747735,2.5,-2.062,12.8,26.4,1749377156954.999,1749369956954.999,107.146,4.8,-149.009,149.009,280.991,7.604,22.631,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:56.800000+00:00,43.521240234375,4.10470819473266,343.4375,-2.875,19853.5215366795,2516.5728854717,1869.7549875839,7774.76943502778,7398.14437803948,-6000.30641380358,9172.60739926368,24239.8494097351,-3768.0081122656,2966.13522921961,-1921.62308091197,-510.630267198828,-1846.38503135363,-966.591004339848,-55.669042069741,209.495838780392,-39.8761142448207,76.1714728562667
2025-06-08 08:05:57.063000+00:00,1749369957.063,70.1,-46.9,46.9,46.9,43.5212903,43.521290943,43.5212888,43.521286658,90.412,5.679,1.2,2709.004,4.1047767,4.104779148,4.104770987,4.104762826,2.5,0.926,11.557,26.4,1749377157063.0,1749369957063.0,99.989,5.7,-149.068,149.068,281.031,7.606,22.645,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:57.200000+00:00,43.521255493164,4.1047716140747,352.0,-1.375,20359.8913773779,2221.66652438812,2537.8696842801,11195.6928410214,7344.92392977894,-6761.5690244658,11779.0477463345,25119.4275860462,-4436.75897707889,2631.60032319672,-2505.03803023547,-264.300650280676,-1931.72094684342,-945.059899454464,-22.4382017946163,212.668976659424,-37.622668598525,76.9014715891251
2025-06-08 08:05:57.156000+00:00,1749369957.156,67.5,-54.1,54.1,54.1,43.521294,43.521294723,43.521292314,43.521289906,85.7,4.8,2.813,2710.351,4.1047926,4.104795006,4.104786987,4.104778968,2.5,-27.957,10.486,26.3,1749377157156.0,1749369957156.0,93.826,7.1,-146.422,146.422,281.078,7.616,21.911,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:57.200000+00:00,43.521255493164,4.1047716140747,352.0,-1.375,20359.8913773779,2221.66652438812,2537.8696842801,11195.6928410214,7344.92392977894,-6761.5690244658,11779.0477463345,25119.4275860462,-4436.75897707889,2631.60032319672,-2505.03803023547,-264.300650280676,-1931.72094684342,-945.059899454464,-22.4382017946163,212.668976659424,-37.622668598525,76.9014715891251
2025-06-08 08:05:57.259000+00:00,1749369957.259,72.4,-57.7,57.7,57.7,43.5212973,43.521297871,43.521295968,43.521294065,77.7,4.7,4.6,2711.7,4.1048087,4.104811182,4.104802909,4.104794636,2.5,47.573,9.3,26.3,1749377157259.0,1749369957259.0,87.0,9.2,-151.27,151.27,281.129,7.626,23.062,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:57.200000+00:00,43.521255493164,4.1047716140747,352.0,-1.375,20359.8913773779,2221.66652438812,2537.8696842801,11195.6928410214,7344.92392977894,-6761.5690244658,11779.0477463345,25119.4275860462,-4436.75897707889,2631.60032319672,-2505.03803023547,-264.300650280676,-1931.72094684342,-945.059899454464,-22.4382017946163,212.668976659424,-37.622668598525,76.9014715891251
2025-06-08 08:05:57.356000+00:00,1749369957.356,74.0,-50.3,50.3,50.3,43.5213003,43.52130082,43.521299086,43.521297351,72.3,6.3,5.09,2713.026,4.1048246,4.104827103,4.10481876,4.104810417,2.5,16.495,11.113,26.2,1749377157356.0,1749369957356.0,86.951,12.1,-152.822,152.822,281.178,7.636,23.307,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:57.400000+00:00,43.5212631225585,4.1048035621643,350.0,-2.875,22778.82649948,1833.1072872455,4098.60999534225,10729.6703638389,8108.5659267306,-6177.93938751223,12660.2969030573,28710.5437820677,-4589.33065641646,3508.59292167397,-2358.61156031349,-322.960613496671,-2230.71909610297,-967.203216763721,-25.5097187664437,186.299861557268,-33.6880842141284,77.6968598378221
2025-06-08 08:05:57.456000+00:00,1749369957.456,75.6,-46.1,46.1,46.1,43.5213039,43.52130437,43.521302804,43.521301239,73.9,7.4,5.6,2714.415,4.1048411,4.104843622,4.104835215,4.104826809,2.5,15.842,13.0,26.2,1749377157456.999,1749369957456.999,86.9,9.3,-154.372,154.372,281.228,7.646,23.622,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:57.466666667+00:00,43.5212631225585,4.1048035621643,346.75,-5.3125,29187.1227819415,235.212533247808,4406.19452148487,12183.6343937399,8549.99315640744,-5994.53192527037,14739.095624877,33828.5298366742,-5619.23264298782,4374.9076967992,-2535.85420150194,-214.368874464755,-3083.37844148588,-1179.51103842316,-14.5442352720025,172.049511451832,-34.8673455251499,91.1472788315833
2025-06-08 08:05:57.556000+00:00,1749369957.556,73.6,-46.4,46.4,46.4,43.5213074,43.521307933,43.521306156,43.521304379,75.0,7.2,5.996,2715.779,4.1048573,4.104859798,4.104851472,4.104843146,2.5,-20.202,13.099,26.2,1749377157556.0,1749369957556.0,87.494,10.2,-152.322,152.322,281.278,7.656,23.202,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:57.600000+00:00,43.5212745666503,4.10483503341674,345.6875,-4.375,29302.0580129164,2474.6533278933,6824.93486810102,12120.6119082987,11547.6351965518,-5449.9022344216,18218.3448704289,38601.6462089107,-5308.20532186445,4440.49631722849,-2451.08672290948,-442.824837458865,-2857.11859895496,-1176.47626068821,-24.3065350122796,134.539484258416,-30.4773598079513,74.0154599493591
2025-06-08 08:05:57.657000+00:00,1749369957.657,73.2,-39.9,39.9,39.9,43.521311,43.521311546,43.521309727,43.521307908,74.9,6.8,6.4,2717.114,4.1048731,4.104875593,4.104867284,4.104858975,2.5,-3.96,13.2,26.2,1749377157657.0,1749369957657.0,88.1,14.5,-151.872,151.872,281.328,7.666,23.106,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:57.650000+00:00,43.5212745666503,4.10483503341674,345.125,-2.875,23326.1969694596,3726.20110989596,9299.72489753925,10881.593722097,10386.3457281224,-5827.20168666223,15440.7377635572,36352.1229768948,-4418.27651856545,5272.69764253305,-2330.87695952191,-484.141395296037,-2087.39955904353,-837.038540522642,-31.3548097707282,150.956320560224,-23.0258502661497,57.4216686153452
2025-06-08 08:05:57.755000+00:00,1749369957.755,72.7,-35.3,35.3,35.3,43.5213153,43.521315861,43.52131399,43.521312118,77.8,6.6,6.0,2718.528,4.1048896,4.104892086,4.104883799,4.104875513,2.5,-5.102,12.6,26.1,1749377157755.0,1749369957755.0,90.4,10.0,-151.322,151.322,281.378,7.675,22.898,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:57.800000+00:00,43.5212821960449,4.10486841201782,343.5625,-2.25,29456.3452114797,865.753762325032,5804.51719352477,15210.5757294019,7706.05938294665,-7313.49790564768,15603.1372067008,36126.6161673296,-6187.0062614244,5270.88505041782,-3142.10827208941,17.3444744253293,-3044.89798933498,-1156.0039809402,1.11160173723785,201.376699471694,-31.998678635881,84.2840628978856
2025-06-08 08:05:57.860000+00:00,1749369957.86,70.5,-42.0,42.0,42.0,43.5213198,43.52132043,43.521318329,43.521316229,92.4,8.9,5.8,2719.913,4.1049056,4.104908054,4.104899873,4.104891692,2.5,-20.952,14.7,26.3,1749377157860.0,1749369957860.0,107.1,9.7,-149.07,149.07,281.43,7.686,22.56,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:57.850000+00:00,43.5212821960449,4.10486841201782,342.9375,-1.5625,27722.3916446693,1639.25293682858,5018.28466571857,14760.5555829942,7279.73881346255,-7122.82952637986,14917.4648700769,34379.9292472165,-5830.58649514273,4925.19711674362,-3052.73222275768,32.5052416781859,-2777.85427238504,-1147.78942002899,2.17900574670623,204.641488975863,-33.3854503240993,80.7987198696735
2025-06-08 08:05:57.956000+00:00,1749369957.956,69.0,-41.5,41.5,41.5,43.5213245,43.521325177,43.521322921,43.521320666,97.2,9.8,5.6,2721.282,4.1049213,4.104923731,4.104915628,4.104907525,2.5,-15.625,15.4,26.3,1749377157956.0,1749369957956.0,112.6,7.9,-147.522,147.522,281.478,7.696,22.187,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:57.850000+00:00,43.5212821960449,4.10486841201782,342.9375,-1.5625,27722.3916446693,1639.25293682858,5018.28466571857,14760.5555829942,7279.73881346255,-7122.82952637986,14917.4648700769,34379.9292472165,-5830.58649514273,4925.19711674362,-3052.73222275768,32.5052416781859,-2777.85427238504,-1147.78942002899,2.17900574670623,204.641488975863,-33.3854503240993,80.7987198696735
2025-06-08 08:05:58.069000+00:00,1749369958.069,67.4,-37.5,37.5,37.5,43.5213293,43.521330026,43.521327607,43.521325188,99.627,8.8,5.2,2722.671,4.1049372,4.104939604,4.104931591,4.104923578,2.5,-14.035,14.0,26.4,1749377158069.999,1749369958069.999,112.374,4.2,-145.886,145.886,281.514,7.7,21.857,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:58.200000+00:00,43.5212974548339,4.10493183135986,344.125,-1.9375,11792.3642695961,4802.18810744678,4704.79029839417,10079.5127389596,8286.05725855882,-6689.53456762297,11676.0354298955,21299.3426754371,-3083.73586053718,1658.30727056771,-2339.28209926827,-444.56398111977,-744.453761268906,-560.602282008288,-38.0749085414302,200.349006588207,-26.3201682113311,34.9519594389843
2025-06-08 08:05:58.157000+00:00,1749369958.157,67.7,-40.9,40.9,40.9,43.5213338,43.521334516,43.521332128,43.52132974,101.5,7.5,3.2,2724.026,4.1049528,4.104955209,4.104947179,4.104939149,2.5,3.409,10.7,26.5,1749377158157.999,1749369958157.999,112.2,3.1,-146.168,146.168,281.532,7.7,22.013,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:58.200000+00:00,43.5212974548339,4.10493183135986,344.125,-1.9375,11792.3642695961,4802.18810744678,4704.79029839417,10079.5127389596,8286.05725855882,-6689.53456762297,11676.0354298955,21299.3426754371,-3083.73586053718,1658.30727056771,-2339.28209926827,-444.56398111977,-744.453761268906,-560.602282008288,-38.0749085414302,200.349006588207,-26.3201682113311,34.9519594389843
2025-06-08 08:05:58.259000+00:00,1749369958.259,68.6,-52.3,52.3,52.3,43.5213383,43.521338989,43.521336693,43.521334396,107.0,7.366,3.0,2725.342,4.1049679,4.104970324,4.104962243,4.104954163,2.5,8.911,10.734,26.6,1749377158259.0,1749369958259.0,114.18,7.7,-147.048,147.048,281.552,7.7,22.321,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:58.266666667+00:00,43.5212974548339,4.10493183135986,343.0,-5.0,21186.762843225,2583.34697220464,3683.39980584253,11039.4788859844,7797.51890389966,-6674.09146486382,12162.9063250202,27453.5096212722,-4452.30685420701,3287.6174845055,-2471.04306394333,-311.637538636336,-1981.26379026367,-947.088376952035,-25.6219632305535,203.162221093502,-34.4978980836092,72.1679602205941
2025-06-08 08:05:58.358000+00:00,1749369958.358,67.6,-56.2,56.2,56.2,43.5213426,43.521343319,43.521340921,43.521338523,108.6,7.234,4.1,2726.696,4.1049836,4.104986007,4.104977983,4.104969959,2.5,-10.101,10.766,26.6,1749377158358.0,1749369958358.0,116.12,8.2,-146.028,146.028,281.572,7.7,22.06,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:58.400000+00:00,43.5213050842285,4.1049633026123,344.4375,-4.125,17981.5872899641,4055.72950903121,4017.113163378,10939.4540298028,6990.12371949572,-7069.50025552261,10860.0774937759,26054.4299623733,-3995.35297647225,3505.19274331535,-2512.24912280289,-283.311431025569,-1483.10385366935,-849.652601419357,-26.0874225978534,231.328839434406,-32.6106770574673,56.9232892759959
2025-06-08 08:05:58.459000+00:00,1749369958.459,69.1,-57.5,57.5,57.5,43.5213472,43.521347874,43.521345628,43.521343383,107.3,7.1,3.7,2728.054,4.1049992,4.105001632,4.104993524,4.104985416,2.5,14.851,10.8,26.6,1749377158459.0,1749369958459.0,118.1,5.0,-147.508,147.508,281.592,7.7,22.436,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:58.450000+00:00,43.5213050842285,4.1049633026123,346.1875,-2.8125,21835.7357399715,3563.28222218725,4723.90552728475,12873.4360213303,6882.83745683395,-7364.7963715484,12391.4771066158,30122.9234894435,-4769.24971845061,4426.2151931366,-2823.23341880658,-124.777160880322,-1946.01629964402,-974.83155130431,-10.0695954006728,227.836713453575,-32.3617842619404,64.6025044788895
2025-06-08 08:05:58.556000+00:00,1749369958.556,68.1,-56.4,56.4,56.4,43.5213516,43.521352304,43.521349957,43.521347609,102.1,6.0,3.568,2729.412,4.1050149,4.105017316,4.105009263,4.10500121,2.5,-10.204,10.404,26.6,1749377158556.998,1749369958556.998,115.188,4.0,-146.489,146.489,281.611,7.7,22.178,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:58.600000+00:00,43.5213165283203,4.10499668121337,346.5,-1.8125,24807.9952835011,3159.89328346595,4295.72498127409,13493.4203601365,6916.58854142254,-7479.05385296099,12930.9550485981,32263.6135482412,-5231.18301573086,4824.7620669387,-2925.66015272711,-81.9217607096236,-2305.52286300375,-1116.14251306542,-6.33532174551212,226.252441658923,-34.5944669649773,71.4589163906419
2025-06-08 08:05:58.657000+00:00,1749369958.657,69.0,-60.2,60.2,60.2,43.5213557,43.521356377,43.521354121,43.521351866,97.1,5.8,3.432,2730.765,4.1050307,4.105033131,4.105025028,4.105016925,2.5,8.911,9.996,26.6,1749377158657.999,1749369958657.999,112.187,7.3,-147.368,147.368,281.632,7.7,22.401,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:58.600000+00:00,43.5213165283203,4.10499668121337,346.5,-1.8125,24807.9952835011,3159.89328346595,4295.72498127409,13493.4203601365,6916.58854142254,-7479.05385296099,12930.9550485981,32263.6135482412,-5231.18301573086,4824.7620669387,-2925.66015272711,-81.9217607096236,-2305.52286300375,-1116.14251306542,-6.33532174551212,226.252441658923,-34.5944669649773,71.4589163906419
2025-06-08 08:05:58.756000+00:00,1749369958.756,70.2,-53.1,53.1,53.1,43.5213598,43.52136044,43.521358308,43.521356176,94.692,6.3,3.3,2732.149,4.1050469,4.10504935,4.105041184,4.105033018,2.5,12.245,9.6,26.5,1749377158756.0,1749369958756.0,109.275,6.4,-148.549,148.549,281.651,7.7,22.607,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:58.800000+00:00,43.5213241577148,4.10502815246582,346.75,-0.875,25247.9216576135,3153.32933282949,4250.46320131311,12152.3976486752,7612.22762835593,-7298.427183191,12466.1980938401,32651.7141917561,-5066.46414663483,4877.06919120931,-2713.39006404533,-250.449750388754,-2353.0740825895,-1138.70964425747,-20.0903072856276,217.659790388385,-34.8744215256231,72.0658667036721
2025-06-08 08:05:58.859000+00:00,1749369958.859,71.0,-49.6,49.6,49.6,43.5213638,43.521364415,43.521362366,43.521360317,92.162,7.217,4.54,2733.499,4.1050627,4.105065162,4.105056956,4.105048749,2.5,7.767,11.757,26.6,1749377158859.0,1749369958859.0,106.215,6.0,-149.328,149.328,281.672,7.7,22.879,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:58.850000+00:00,43.5213241577148,4.10502815246582,346.625,-0.75,23716.9683875794,2674.82859398416,3640.2307704235,10634.3774797548,7288.90717661083,-7015.75865701037,10907.5259993553,30032.0277519871,-4703.18187909665,4518.98631737413,-2462.19399107874,-333.262182531065,-2240.9878880179,-1072.73634685525,-30.553416288053,225.733497332417,-35.7197441249792,74.6199326440626
2025-06-08 08:05:58.947000+00:00,1749369958.947,70.9,-50.1,50.1,50.1,43.5213678,43.521368418,43.521366358,43.521364299,90.0,8.0,5.6,2734.848,4.1050785,4.10508096,4.105072759,4.105064558,2.5,-1.136,13.6,26.5,1749377158947.0,1749369958947.0,103.6,9.3,-149.211,149.211,281.689,7.7,22.765,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:58.850000+00:00,43.5213241577148,4.10502815246582,346.625,-0.75,23716.9683875794,2674.82859398416,3640.2307704235,10634.3774797548,7288.90717661083,-7015.75865701037,10907.5259993553,30032.0277519871,-4703.18187909665,4518.98631737413,-2462.19399107874,-333.262182531065,-2240.9878880179,-1072.73634685525,-30.553416288053,225.733497332417,-35.7197441249792,74.6199326440626
2025-06-08 08:05:59.080000+00:00,1749369959.08,70.5,-50.6,50.6,50.6,43.5213717,43.52137233,43.521370229,43.521368129,89.5,8.4,5.283,2736.202,4.1050944,4.105096854,4.105088673,4.105080492,2.5,-3.008,14.02,26.4,1749377159080.0,1749369959080.0,103.826,9.0,-148.768,148.768,281.732,7.668,22.574,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:59.200000+00:00,43.5213394165039,4.10509157180786,345.8125,-2.5,24998.1278826253,1645.8111533436,4919.29438817252,11348.2961908127,7868.61617110178,-6413.09403839262,12803.8183235218,31563.2334241414,-4964.73566864265,4510.1031613189,-2477.71393697414,-266.353992896296,-2487.0217316685,-1024.3169951436,-20.8027001138384,193.513674934167,-32.4528536534581,78.794897159246
2025-06-08 08:05:59.157000+00:00,1749369959.157,71.6,-52.6,52.6,52.6,43.5213752,43.521375796,43.521373809,43.521371823,90.3,8.538,5.1,2737.55,4.1051104,4.105112871,4.105104635,4.1050964,2.5,14.286,14.263,26.4,1749377159157.0,1749369959157.0,103.957,10.0,-149.837,149.837,281.763,7.637,22.825,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:59.200000+00:00,43.5213394165039,4.10509157180786,345.8125,-2.5,24998.1278826253,1645.8111533436,4919.29438817252,11348.2961908127,7868.61617110178,-6413.09403839262,12803.8183235218,31563.2334241414,-4964.73566864265,4510.1031613189,-2477.71393697414,-266.353992896296,-2487.0217316685,-1024.3169951436,-20.8027001138384,193.513674934167,-32.4528536534581,78.794897159246
2025-06-08 08:05:59.249000+00:00,1749369959.249,72.9,-56.6,56.6,56.6,43.5213792,43.521379755,43.521377905,43.521376054,91.7,8.705,6.1,2738.892,4.1051261,4.105128589,4.105120293,4.105111998,2.5,13.979,14.556,26.4,1749377159249.999,1749369959249.999,104.115,12.2,-151.1,151.1,281.8,7.6,23.112,08_06_2025_Run1,Gian,SenseBoard,Jibe,14.098000049591064,1749369962.358,1749369976.456,13,0,2025-06-08 08:05:59.250000+00:00,43.5213394165039,4.10509157180786,344.875,-2.0625,30148.4893937085,2627.47573889086,6618.13871778685,12347.2826712912,11070.4015429682,-5708.31603948606,17709.3681747734,39394.1038503862,-5449.74397439151,4904.32940868329,-2518.75602015343,-402.374289933607,-2930.98795423808,-1233.34151545841,-22.7209850720016,142.227322584062,-31.3077693083839,74.401691313238
