ISODateTimeUTC,SecondsSince1970,SOG,TWA,TWS,TWD,BelowLineCalc,central,COG,COG_Mag,DistanceToLeader,Heel,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,lateral,LatStern,Leg,Log,LogAlongCourse,Lon,LonBow,LonCenter,LonStern,MagneticVariation,Rank,ROT,TimeLocal,TimeUTC,Trim,TWA_Abs,VMC,VMG,XTE,run,interval_id,boat_name,opponent_name,boat_role,boat_weight,interval_duration,mast_brand,load_cell,pol_ratio,SOG_ref,leg_type
2025-11-26T12:20:03.558Z,1764159603.558,23.2,27.465,17.067,329.065,,138.3,301.6,298.6,,64.1,64.1,64.1,43.0479945,43.047995489,43.047992192,5.5,43.047988894,,15027.3,,6.1081218,6.108119599,6.108126935,6.10813427,3,,-12.0,1764163203558.0,1764159603558.0,6.2,27.465,,20.585,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:03.657Z,1764159603.657,23.2,27.005,17.097,329.005,,140.4,302.0,299.0,,60.8,60.8,60.8,43.0480003,43.048001301,43.047997965,5.5,43.04799463,,15028.49,,6.1081095,6.108107309,6.108114612,6.108121916,3,,4.0,1764163203657.999,1764159603657.999,7.8,27.005,,20.67,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:03.757Z,1764159603.757,23.1,26.145,17.127,328.945,,148.5,302.8,299.8,,59.1,59.1,59.1,43.0480059,43.048006923,43.048003514,4.7,43.048000104,,15029.661,,6.1080973,6.108095128,6.108102367,6.108109606,3,,8.0,1764163203757.998,1764159603757.998,9.0,26.145,,20.736,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:03.859Z,1764159603.859,23.0,26.385,17.158,328.885,,134.8,302.5,299.5,,56.7,56.7,56.7,43.0480116,43.048012614,43.048009233,2.4,43.048005851,,15030.845,,6.108085,6.108082821,6.108090084,6.108097348,3,,-2.97,1764163203859.0,1764159603859.0,10.7,26.385,,20.604,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:03.959Z,1764159603.959,23.1,26.525,17.188,328.825,,128.3,302.3,299.3,,56.1,56.1,56.1,43.0480173,43.048018309,43.048014946,1.4,43.048011583,,15032.009,,6.108073,6.108070816,6.108078096,6.108085375,3,,-2.0,1764163203959.0,1764159603959.0,8.9,26.525,,20.669,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:04.052Z,1764159604.052,23.0,26.069,17.231,328.769,,126.805,302.7,299.7,,49.6,49.6,49.6,43.0480233,43.04802432,43.04802092,1.1,43.04801752,,15033.19,,6.108061,6.108058826,6.108066073,6.10807332,3,,4.301,1764163204052.0,1764159604052.0,7.5,26.069,,20.66,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:04.157Z,1764159604.157,22.9,24.105,17.295,328.705,,125.1,304.6,301.6,,55.3,55.3,55.3,43.0480294,43.048030472,43.048026898,2.5,43.048023325,,15034.358,,6.1080493,6.108047173,6.108054262,6.108061351,3,,17.925,1764163204157.999,1764159604157.999,9.6,24.105,,20.903,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:04.259Z,1764159604.259,23.0,23.545,17.355,328.645,,132.8,305.1,302.1,,56.6,56.6,56.6,43.0480351,43.048036186,43.048032567,2.8,43.048028948,,15035.515,,6.1080374,6.108035286,6.108042332,6.108049378,3,,4.95,1764163204259.0,1764159604259.0,7.6,23.545,,21.085,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:04.358Z,1764159604.358,22.9,25.585,17.415,328.585,,140.3,303.0,300.0,,60.0,60.0,60.0,43.0480411,43.048042128,43.048038701,3.1,43.048035273,,15036.677,,6.1080257,6.108023533,6.108030756,6.108037978,3,,-21.212,1764163204358.0,1764159604358.0,7.1,25.585,,20.655,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:04.457Z,1764159604.457,22.9,23.225,17.475,328.525,,134.2,305.3,302.3,,60.0,60.0,60.0,43.0480467,43.048047791,43.048044154,1.706968297,43.048040518,,15037.841,,6.1080136,6.108011491,6.10801852,6.108025549,3,,23.0,1764163204457.999,1764159604457.999,10.2,23.225,,21.044,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:04.559Z,1764159604.559,22.8,26.265,17.535,328.465,,125.2,302.2,299.2,,53.2,53.2,53.2,43.0480523,43.048053306,43.048049952,0.3,43.048046599,,15038.991,,6.1080017,6.107999514,6.108006801,6.108014089,3,,-30.693,1764163204559.0,1764159604559.0,9.9,26.265,,20.446,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:04.657Z,1764159604.657,22.8,25.806,17.594,328.406,,110.7,302.6,299.6,,50.4,50.4,50.4,43.0480582,43.048059217,43.048055826,0.3,43.048052436,,15040.167,,6.1079897,6.107987523,6.107994779,6.108002034,3,,4.082,1764163204657.0,1764159604657.0,9.4,25.806,,20.526,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:04.757Z,1764159604.757,22.8,24.445,17.655,328.345,,100.9,303.9,300.9,,47.3,47.3,47.3,43.0480647,43.048065753,43.048062243,0.1,43.048058733,,15041.349,,6.1079782,6.107976056,6.107983204,6.107990352,3,,12.871,1764163204757.998,1764159604757.998,8.5,24.445,,20.756,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:04.857Z,1764159604.857,22.8,20.786,17.714,328.286,,116.2,307.5,304.5,,49.0,49.0,49.0,43.0480708,43.048071949,43.048068118,2.871994624,43.048064287,,15042.497,,6.1079668,6.10796475,6.107971583,6.107978415,3,,36.363,1764163204857.0,1764159604857.0,8.9,20.786,,21.316,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:04.957Z,1764159604.957,22.7,22.025,17.775,328.225,,156.4,306.2,303.2,,50.6,50.6,50.6,43.0480769,43.048078015,43.048074298,5.7,43.048070581,,15043.686,,6.1079548,6.107952715,6.107959665,6.107966614,3,,-12.871,1764163204957.999,1764159604957.999,6.3,22.025,,21.043,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:05.056Z,1764159605.056,22.7,23.477,17.834,328.177,,149.9,304.7,301.7,,51.6,51.6,51.6,43.0480832,43.048084275,43.048080692,0.1,43.048077109,,15044.854,,6.1079433,6.107941176,6.107948256,6.107955336,3,,-15.152,1764163205056.998,1764159605056.998,6.1,23.477,,20.821,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:05.163Z,1764159605.163,22.7,21.635,17.898,328.135,,114.0,306.5,303.5,,55.7,55.7,55.7,43.0480892,43.048090323,43.04808658,1.4,43.048082836,,15046.016,,6.1079316,6.107929523,6.107936446,6.107943369,3,,16.981,1764163205163.0,1764159605163.0,6.1,21.635,,21.101,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:05.260Z,1764159605.26,22.7,22.996,17.956,328.096,,90.5,305.1,302.1,,52.3,52.3,52.3,43.0480953,43.048096386,43.048092767,0.9,43.048089148,,15047.15,,6.1079204,6.107918286,6.107925332,6.107932378,3,,-14.433,1764163205260.0,1764159605260.0,11.4,22.996,,20.896,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:05.358Z,1764159605.358,22.6,21.357,18.015,328.057,,89.6,306.7,303.7,,48.9,48.9,48.9,43.0481014,43.048102528,43.048098767,1.8,43.048095006,,15048.319,,6.1079087,6.107906629,6.107913533,6.107920438,3,,16.327,1764163205358.0,1764159605358.0,11.3,21.357,,21.048,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:05.456Z,1764159605.456,22.7,22.717,18.074,328.017,,109.9,305.3,302.3,,51.8,51.8,51.8,43.0481076,43.048108691,43.048105054,3.3,43.048101418,,15049.487,,6.1078971,6.107894991,6.10790202,6.107909049,3,,-14.142,1764163205456.999,1764159605456.999,7.9,22.717,,20.939,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:05.546Z,1764159605.546,22.7,21.981,18.128,327.981,,112.587,306.0,303.0,,46.9,46.9,46.9,43.0481133,43.04811441,43.048110711,0.9,43.048107011,,15050.623,,6.1078855,6.10788341,6.107890377,6.107897344,3,,7.778,1764163205546.999,1764159605546.999,6.7,21.981,,21.05,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:05.657Z,1764159605.657,22.6,23.837,18.195,327.937,,115.9,304.1,301.1,,43.5,43.5,43.5,43.0481197,43.048120759,43.04811723,0.479147775,43.048113702,,15051.798,,6.107874,6.107871861,6.107878992,6.107886123,3,,-17.117,1764163205657.999,1764159605657.999,12.0,23.837,,20.672,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:05.757Z,1764159605.757,22.7,20.897,18.255,327.897,,113.9,307.0,304.0,,45.5,45.5,45.5,43.0481258,43.048126936,43.048123149,0.1,43.048119361,,15052.94,,6.1078627,6.107860637,6.107867514,6.107874392,3,,29.0,1764163205757.998,1764159605757.998,12.6,20.897,,21.207,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:05.858Z,1764159605.858,22.6,21.257,18.315,327.857,,112.7,306.6,303.6,,47.3,47.3,47.3,43.0481322,43.048133326,43.048129573,2.1,43.048125821,,15054.089,,6.1078516,6.107849526,6.10785644,6.107863354,3,,-4.0,1764163205858.0,1764159605858.0,9.7,21.257,,21.062,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:05.957Z,1764159605.957,22.5,19.917,18.375,327.817,,110.362,307.9,304.9,,56.4,56.4,56.4,43.048138,43.04813916,43.048135294,1.0,43.048131428,,15055.205,,6.1078404,6.107838361,6.107845157,6.107851952,3,,13.0,1764163205957.999,1764159605957.999,8.8,19.917,,21.154,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:06.059Z,1764159606.059,22.5,22.306,18.418,327.806,,108.0,305.5,302.5,,67.5,67.5,67.5,43.0481439,43.048144996,43.048141342,2.6,43.048137687,,15056.334,,6.1078291,6.107826997,6.107834008,6.107841019,3,,-23.762,1764163206059.0,1764159606059.0,13.1,22.306,,20.816,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:06.160Z,1764159606.16,22.4,22.416,18.448,327.816,,136.2,305.4,302.4,,62.3,62.3,62.3,43.0481499,43.048150994,43.048147348,7.2,43.048143702,,15057.516,,6.1078171,6.107814994,6.107822014,6.107829034,3,,-0.99,1764163206160.0,1764159606160.0,14.7,22.416,,20.707,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:06.260Z,1764159606.26,22.4,23.626,18.478,327.826,,146.0,304.2,301.2,,56.1,56.1,56.1,43.0481562,43.048157261,43.048153724,6.0,43.048150186,,15058.703,,6.1078053,6.107803163,6.107810286,6.107817409,3,,-12.0,1764163206260.0,1764159606260.0,11.9,23.626,,20.522,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:06.361Z,1764159606.361,22.4,21.936,18.509,327.836,,132.9,305.9,302.9,,57.7,57.7,57.7,43.0481625,43.048163607,43.048159917,2.1,43.048156226,,15059.897,,6.1077934,6.107791307,6.107798283,6.107805259,3,,16.667,1764163206361.999,1764159606361.999,10.2,21.936,,20.778,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:06.456Z,1764159606.456,22.6,21.446,18.537,327.846,,123.3,306.4,303.4,,57.5,57.5,57.5,43.0481687,43.04816982,43.048166086,1.5,43.048162351,,15061.066,,6.1077818,6.10777972,6.107786652,6.107793584,3,,5.263,1764163206456.999,1764159606456.999,11.0,21.446,,21.035,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:06.558Z,1764159606.558,22.6,22.056,18.567,327.856,,128.5,305.8,302.8,,54.4,54.4,54.4,43.0481747,43.048175804,43.048172123,3.1,43.048168442,,15062.228,,6.1077701,6.107768005,6.107774989,6.107781974,3,,-5.941,1764163206558.0,1764159606558.0,10.1,22.056,,20.946,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:06.657Z,1764159606.657,22.6,22.766,18.597,327.866,,139.3,305.1,302.1,,55.1,55.1,55.1,43.0481809,43.048181986,43.048178367,4.2,43.048174748,,15063.409,,6.1077583,6.107756186,6.107763232,6.107770278,3,,-7.0,1764163206657.999,1764159606657.999,9.2,22.766,,20.839,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:06.759Z,1764159606.759,22.7,22.376,18.628,327.876,,127.2,305.5,302.5,,55.4,55.4,55.4,43.048187,43.048188096,43.048184442,0.3,43.048180787,,15064.598,,6.1077463,6.107744197,6.107751208,6.107758219,3,,3.96,1764163206759.0,1764159606759.0,9.0,22.376,,20.991,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:06.858Z,1764159606.858,22.7,23.086,18.657,327.886,,110.1,304.8,301.8,,56.3,56.3,56.3,43.0481937,43.048194778,43.048191186,0.4,43.048187594,,15065.812,,6.1077345,6.107732378,6.10773945,6.107746522,3,,-7.071,1764163206858.0,1764159606858.0,8.6,23.086,,20.882,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:06.959Z,1764159606.959,22.8,20.096,18.688,327.896,,106.0,307.8,304.8,,49.2,49.2,49.2,43.0482001,43.048201257,43.0481974,0.3,43.048193543,,15067.013,,6.1077226,6.107720559,6.107727363,6.107734168,3,,29.703,1764163206959.0,1764159606959.0,8.2,20.096,,21.412,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:07.063Z,1764159607.063,23.0,21.2,18.732,327.9,,98.2,306.7,303.7,,54.3,54.3,54.3,43.0482063,43.048207428,43.048203667,0.7,43.048199906,,15068.161,,6.1077113,6.107709229,6.107716133,6.107723038,3,,-10.577,1764163207063.0,1764159607063.0,14.3,21.2,,21.443,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:07.160Z,1764159607.16,22.9,20.9,18.781,327.9,,102.1,307.0,304.0,,61.5,61.5,61.5,43.0482127,43.048213836,43.048210049,0.6,43.048206261,,15069.336,,6.1076998,6.107697737,6.107704614,6.107711492,3,,3.061,1764163207160.999,1764159607160.999,10.8,20.9,,21.393,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:07.262Z,1764159607.262,23.0,21.0,18.831,327.9,,121.1,306.9,303.9,,60.7,60.7,60.7,43.0482191,43.048220234,43.048216455,3.0,43.048212676,,15070.544,,6.1076878,6.107685734,6.107692621,6.107699508,3,,-0.99,1764163207262.0,1764159607262.0,7.8,21.0,,21.472,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:07.361Z,1764159607.361,23.0,21.8,18.881,327.9,,122.741,306.1,303.1,,65.2,65.2,65.2,43.0482254,43.048226512,43.048222804,3.615383646,43.048219096,,15071.719,,6.1076762,6.107674112,6.107681071,6.107688029,3,,-8.0,1764163207361.999,1764159607361.999,10.3,21.8,,21.355,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:07.456Z,1764159607.456,23.0,21.2,18.928,327.9,,124.3,306.7,303.7,,63.2,63.2,63.2,43.0482317,43.048232828,43.048229067,4.2,43.048225306,,15072.926,,6.1076641,6.107662029,6.107668933,6.107675838,3,,6.316,1764163207456.999,1764159607456.999,10.9,21.2,,21.443,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:07.561Z,1764159607.561,23.0,22.5,18.98,327.9,,137.3,305.4,302.4,,56.8,56.8,56.8,43.0482377,43.048238794,43.048235148,5.0,43.048231502,,15074.121,,6.1076519,6.107649794,6.107656814,6.107663834,3,,-12.5,1764163207561.0,1764159607561.0,9.0,22.5,,21.249,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:07.658Z,1764159607.658,23.1,23.7,19.029,327.9,,142.8,304.2,301.2,,52.4,52.4,52.4,43.0482437,43.048244761,43.048241224,3.079395094,43.048237686,,15075.304,,6.1076399,6.107637763,6.107644886,6.107652009,3,,-12.245,1764163207658.999,1764159607658.999,6.2,23.7,,21.152,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:07.760Z,1764159607.76,23.1,24.1,19.08,327.9,,113.1,303.8,300.8,,56.9,56.9,56.9,43.0482499,43.04825095,43.048247449,1.1,43.048243948,,15076.491,,6.107628,6.107625853,6.10763301,6.107640166,3,,-3.961,1764163207760.0,1764159607760.0,8.9,24.1,,21.086,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:07.846Z,1764159607.846,23.1,22.3,19.124,327.9,,91.9,305.6,302.6,,53.3,53.3,53.3,43.0482557,43.048256799,43.048253135,2.274500864,43.048249472,,15077.641,,6.1076163,6.107614199,6.107621202,6.107628204,3,,20.69,1764163207846.999,1764159607846.999,13.7,22.3,,21.372,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:07.960Z,1764159607.96,23.1,24.0,19.18,327.9,,107.9,303.9,300.9,,48.6,48.6,48.6,43.0482618,43.048262853,43.048259343,3.8,43.048255833,,15078.869,,6.1076037,6.107601556,6.107608704,6.107615852,3,,-15.044,1764163207960.0,1764159607960.0,16.9,24.0,,21.103,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:08.076Z,1764159608.076,23.1,23.908,19.223,327.908,,135.4,304.0,301.0,,51.1,51.1,51.1,43.0482683,43.048269356,43.048265837,4.760264494,43.048262317,,15080.109,,6.1075913,6.107589158,6.107596298,6.107603437,3,,0.862,1764163208076.0,1764159608076.0,9.8,23.908,,21.118,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:08.164Z,1764159608.164,23.1,22.617,19.25,327.917,,152.1,305.3,302.3,,47.3,47.3,47.3,43.0482746,43.048275691,43.048272054,5.497018618,43.048268418,,15081.344,,6.1075788,6.107576691,6.10758372,6.107590749,3,,14.607,1764163208164.998,1764159608164.998,9.8,22.617,,21.324,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:08.262Z,1764159608.262,23.3,23.226,19.279,327.926,,168.5,304.7,301.7,,51.5,51.5,51.5,43.0482812,43.048282275,43.048278692,6.3,43.048275109,,15082.552,,6.107567,6.107564876,6.107571956,6.107579037,3,,-6.185,1764163208262.0,1764159608262.0,7.4,23.226,,21.412,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:08.358Z,1764159608.358,23.4,20.436,19.307,327.936,,149.0,307.5,304.5,,57.2,57.2,57.2,43.0482876,43.048288749,43.048284918,1.6,43.048281087,,15083.772,,6.1075548,6.10755275,6.107559583,6.107566415,3,,29.167,1764163208358.0,1764159608358.0,9.6,20.436,,21.927,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:08.457Z,1764159608.457,23.4,22.646,19.337,327.946,,128.4,305.3,302.3,,56.6,56.6,56.6,43.0482939,43.048294991,43.048291354,0.0,43.048287718,,15084.993,,6.1075425,6.107540391,6.10754742,6.107554449,3,,-22.0,1764163208457.999,1764159608457.999,10.5,22.646,,21.596,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:08.558Z,1764159608.558,23.5,23.056,19.367,327.956,,125.05,304.9,301.9,,61.3,61.3,61.3,43.0482999,43.04830098,43.048297379,0.3,43.048293779,,15086.229,,6.1075297,6.107527581,6.107534644,6.107541707,3,,-4.0,1764163208558.0,1764159608558.0,10.5,23.056,,21.623,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:08.657Z,1764159608.657,23.6,24.866,19.397,327.966,,121.7,303.1,300.1,,56.4,56.4,56.4,43.0483058,43.048306831,43.048303394,1.4,43.048299957,,15087.486,,6.1075165,6.107514336,6.10752155,6.107528765,3,,-18.0,1764163208657.999,1764159608657.999,8.3,24.866,,21.412,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:08.760Z,1764159608.76,23.7,26.576,19.428,327.976,,114.5,301.4,298.4,,59.7,59.7,59.7,43.0483123,43.048313284,43.048310005,0.2,43.048306726,,15088.74,,6.1075039,6.107501695,6.107509046,6.107516396,3,,-16.667,1764163208760.0,1764159608760.0,9.3,26.576,,21.196,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:08.858Z,1764159608.858,23.9,22.586,19.457,327.986,,122.8,305.4,302.4,,50.4,50.4,50.4,43.0483182,43.048319294,43.048315648,0.7,43.048312002,,15089.991,,6.1074908,6.107488694,6.107495714,6.107502734,3,,40.816,1764163208858.0,1764159608858.0,6.4,22.586,,22.067,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:08.952Z,1764159608.952,24.0,26.395,19.486,327.995,,127.4,301.6,298.6,,56.2,56.2,56.2,43.0483245,43.048325489,43.048322192,0.1,43.048318894,,15091.198,,6.1074787,6.107476499,6.107483835,6.10749117,3,,-40.425,1764163208952.0,1764159608952.0,10.0,26.395,,21.498,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:09.076Z,1764159609.076,24.0,22.723,19.485,328.023,,120.759,305.3,302.3,,54.4,54.4,54.4,43.0483307,43.048331791,43.048328154,0.1,43.048324518,,15092.406,,6.1074665,6.107464391,6.10747142,6.107478449,3,,29.839,1764163209076.0,1764159609076.0,14.4,22.723,,22.137,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:09.163Z,1764159609.163,23.9,23.349,19.467,328.049,,116.1,304.7,301.7,,54.0,54.0,54.0,43.0483368,43.048337875,43.048334292,0.1,43.048330709,,15093.608,,6.1074543,6.107452176,6.107459256,6.107466337,3,,-6.896,1764163209163.0,1764159609163.0,13.0,23.349,,21.943,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:09.250Z,1764159609.25,23.8,23.275,19.45,328.075,,102.2,304.8,301.8,,49.6,49.6,49.6,43.048343,43.048344078,43.048340486,0.1,43.048336894,,15094.85,,6.1074416,6.107439478,6.10744655,6.107453622,3,,1.136,1764163209250.999,1764159609250.999,9.4,23.275,,21.863,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:09.361Z,1764159609.361,23.8,24.709,19.428,328.109,,110.8,303.4,300.4,,49.3,49.3,49.3,43.0483489,43.048349939,43.048346475,1.39320245,43.04834301,,15096.032,,6.1074295,6.107427343,6.107434533,6.107441723,3,,-12.613,1764163209361.999,1764159609361.999,5.1,24.709,,21.621,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
2025-11-26T12:20:09.456Z,1764159609.456,23.8,24.137,19.409,328.137,,131.2,304.0,301.0,,49.0,49.0,49.0,43.0483555,43.048356556,43.048353037,2.5,43.048349517,,15097.239,,6.1074177,6.107415558,6.107422698,6.107429837,3,,6.316,1764163209456.999,1764159609456.999,9.2,24.137,,21.719,,26_11_2025_Run1,1,Karl Maeder,,slave,115.49,97.41300010681152,Levi,2,92.91640302538902,22.842258672460343,upwind
