ISODateTimeUTC,SecondsSince1970,COG,Heel,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Line_C,Line_L,Line_R,Log,Lon,LonBow,LonCenter,LonStern,MagneticVariation,ROT,Side_lines,SOG,TimeLocal,TimeUTC,Total_lines,Trim,TWA,TWA_Abs,TWD,TWS,VMG,run,rider_name,boat_name,maneuver_type,interval_duration,start_time,end_time,target_id,maneuver_index
2025-06-08T08:25:57.657Z,1749371157.657,122.4,13.2,13.2,13.2,43.5215682,43.521567188,43.521570561,43.521573933,20.8,2.2,2.8,9745.668,4.1060607,4.106062898,4.10605557,4.106048242,2.5,34.211,5.0,21.8,1749378357657.0,1749371157657.0,25.8,13.3,159.969,159.969,282.369,7.834,20.481,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:57.755Z,1749371157.755,127.0,21.0,21.0,21.0,43.5215621,43.521560964,43.521564751,43.521568539,25.8,3.2,2.5,9746.759,4.1060713,4.106073379,4.106066448,4.106059516,2.5,46.939,5.7,21.6,1749378357755.0,1749371157755.0,31.5,16.2,155.349,155.349,282.349,7.825,19.631,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:57.757Z,1749371157.757,71.5,-42.4,42.4,42.4,43.5209556,43.520956199,43.520954202,43.520952205,99.6,4.1,7.6,21235.621,4.1044436,4.104446069,4.104437839,4.104429608,2.5,17.0,11.7,26.7,1749378357757.998,1749371157757.998,111.3,4.8,-149.152,149.152,282.348,7.824,22.923,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:57.846Z,1749371157.846,72.1,-42.7,42.7,42.7,43.5209601,43.52096068,43.520958746,43.520956812,105.1,5.2,9.1,21236.982,4.1044593,4.104461778,4.104453519,4.10444526,2.5,6.741,14.3,26.7,1749378357846.999,1749371157846.999,119.4,4.3,-149.769,149.769,282.331,7.815,23.069,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:57.860Z,1749371157.86,128.3,16.0,16.0,16.0,43.5215554,43.52155423,43.52155813,43.521562031,27.8,3.4,2.5,9747.875,4.1060816,4.106083643,4.106076832,4.106070021,2.5,12.264,5.9,21.5,1749378357860.999,1749371157860.999,33.7,13.7,154.028,154.028,282.328,7.814,19.329,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:57.954Z,1749371157.954,132.3,14.1,14.1,14.1,43.5215482,43.521546929,43.521551165,43.5215554,32.1,2.5,2.64,9748.973,4.1060909,4.106092826,4.106086406,4.106079987,2.5,42.553,6.501,21.5,1749378357954.999,1749371157954.999,43.923,12.5,150.009,150.009,282.309,7.805,18.621,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:57.959Z,1749371157.959,68.2,-46.8,46.8,46.8,43.5209643,43.520965001,43.520962664,43.520960327,109.047,7.3,10.8,21238.34,4.1044751,4.104477518,4.104469459,4.104461401,2.5,-34.821,18.1,26.7,1749378357959.0,1749371157959.0,125.321,5.2,-145.892,145.892,282.308,7.804,22.107,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:58.063Z,1749371158.063,137.5,17.3,17.3,17.3,43.5215409,43.521539508,43.521544148,43.521548788,42.6,4.149,2.8,9750.024,4.1060992,4.106100959,4.106095095,4.106089232,2.5,48.148,7.192,21.4,1749378358063.0,1749371158063.0,55.668,8.3,144.8,144.8,282.3,7.787,17.487,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:58.073Z,1749371158.073,70.0,-46.9,46.9,46.9,43.5209681,43.520968746,43.520966593,43.520964441,113.1,7.0,11.3,21239.697,4.1044911,4.104493547,4.104485391,4.104477235,2.5,15.652,18.3,26.6,1749378358073.998,1749371158073.998,131.4,3.1,-147.7,147.7,282.3,7.785,22.484,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:58.147Z,1749371158.147,72.1,-54.9,54.9,54.9,43.5209723,43.52097288,43.520970946,43.520969012,110.4,6.9,10.3,21241.047,4.1045068,4.104509278,4.104501019,4.10449276,2.5,28.766,17.2,26.6,1749378358147.0,1749371158147.0,127.6,6.2,-149.8,149.8,282.3,7.771,22.99,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:58.157Z,1749371158.157,140.7,15.8,15.8,15.8,43.521533,43.521531539,43.521536409,43.521541279,58.2,5.6,2.2,9751.064,4.1061061,4.106107749,4.106102252,4.106096755,2.5,33.685,7.8,21.3,1749378358157.999,1749371158157.999,66.0,3.1,141.6,141.6,282.3,7.768,16.693,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:58.260Z,1749371158.26,69.8,-52.3,52.3,52.3,43.5209757,43.520976352,43.520974179,43.520972006,105.2,6.8,10.0,21242.398,4.1045229,4.104525344,4.104517198,4.104509053,2.5,-20.176,16.8,26.6,1749378358260.998,1749371158260.998,122.0,4.0,-147.5,147.5,282.3,7.748,22.434,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:58.260Z,1749371158.26,147.6,27.4,27.4,27.4,43.5215253,43.521523706,43.52152902,43.521534333,69.0,5.3,1.3,9752.025,4.1061115,4.106112895,4.106108245,4.106103594,2.5,66.991,6.6,21.1,1749378358260.998,1749371158260.998,75.6,2.2,134.7,134.7,282.3,7.748,14.842,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:58.356Z,1749371158.356,153.1,34.0,34.0,34.0,43.5215175,43.521515816,43.521521429,43.521527041,82.1,5.9,2.0,9752.996,4.1061169,4.106118078,4.106114151,4.106110224,2.5,57.894,7.9,20.2,1749378358356.0,1749371158356.0,90.0,-5.2,129.2,129.2,282.3,7.729,12.767,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:58.359Z,1749371158.359,73.8,-61.3,61.3,61.3,43.5209791,43.520979627,43.520977871,43.520976115,95.3,5.9,9.254,21243.76,4.1045391,4.1045416,4.104533266,4.104524931,2.5,40.816,15.109,26.5,1749378358359.0,1749371158359.0,110.31,7.4,-151.5,151.5,282.3,7.728,23.289,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:58.457Z,1749371158.457,153.3,41.6,41.6,41.6,43.5215102,43.521508513,43.521514136,43.521519758,89.968,7.0,1.1,9753.926,4.1061225,4.10612367,4.10611977,4.10611587,2.5,1.961,8.1,18.9,1749378358457.999,1749371158457.999,95.929,-7.8,129.0,129.0,282.3,7.708,11.894,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:58.457Z,1749371158.457,73.7,-65.1,65.1,65.1,43.5209819,43.52098243,43.520980664,43.520978897,85.1,4.9,8.5,21245.119,4.1045555,4.104557999,4.104549669,4.104541338,2.5,-1.01,13.4,26.5,1749378358457.999,1749371158457.999,98.5,14.4,-151.4,151.4,282.3,7.708,23.267,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:58.555Z,1749371158.555,150.8,49.5,49.5,49.5,43.5215032,43.521501552,43.521507046,43.521512539,97.45,6.1,1.5,9754.791,4.1061272,4.10612847,4.106124236,4.106120002,2.5,-25.773,7.6,18.7,1749378358555.0,1749371158555.0,101.567,-7.9,131.5,131.5,282.3,7.689,12.391,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:58.558Z,1749371158.558,76.9,-57.5,57.5,57.5,43.5209847,43.520985128,43.520983702,43.520982275,75.4,3.8,7.6,21246.531,4.1045726,4.104575136,4.104566683,4.104558229,2.5,32.0,11.4,26.5,1749378358558.0,1749371158558.0,86.8,12.3,-154.6,154.6,282.3,7.688,23.938,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:58.657Z,1749371158.657,77.5,-51.4,51.4,51.4,43.5209873,43.520987709,43.520986346,43.520984984,77.8,4.4,7.55,21247.91,4.1045893,4.104591842,4.104583369,4.104574895,2.5,6.0,11.95,26.6,1749378358657.999,1749371158657.999,91.3,8.7,-155.2,155.2,282.3,7.668,24.147,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:58.660Z,1749371158.66,153.9,61.0,61.0,61.0,43.5214963,43.521494604,43.521500256,43.521505908,105.549,7.7,1.8,9755.662,4.1061323,4.106133446,4.106129627,4.106125809,2.5,29.524,9.5,17.9,1749378358660.0,1749371158660.0,107.67,-5.5,128.4,128.4,282.3,7.668,11.119,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:58.753Z,1749371158.753,151.8,71.0,71.0,71.0,43.5214896,43.521487936,43.521493483,43.521499029,112.8,9.5,1.416,9756.538,4.106138,4.10613923,4.106135129,4.106131028,2.5,-22.341,11.274,17.0,1749378358753.999,1749371158753.999,113.134,-5.5,130.5,130.5,282.3,7.649,11.041,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:58.757Z,1749371158.757,77.8,-44.6,44.6,44.6,43.5209906,43.520990999,43.520989669,43.520988339,83.3,5.0,7.5,21249.314,4.1046061,4.104608645,4.104600162,4.104591679,2.5,3.0,12.5,26.6,1749378358757.998,1749371158757.998,95.8,10.4,-155.5,155.5,282.3,7.648,24.205,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:58.856Z,1749371158.856,148.6,79.3,79.3,79.3,43.521483,43.521481388,43.52148676,43.521492132,122.645,12.2,1.0,9757.454,4.1061448,4.106146157,4.106141635,4.106137113,2.5,-31.372,13.2,17.0,1749378358856.0,1749371158856.0,119.063,-6.6,133.7,133.7,282.3,7.629,11.745,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:58.858Z,1749371158.858,74.8,-39.8,39.8,39.8,43.5209937,43.520994195,43.520992545,43.520990895,88.2,4.95,7.1,21250.711,4.1046229,4.104625413,4.104617037,4.104608662,2.5,-29.999,11.654,26.6,1749378358858.0,1749371158858.0,98.288,9.3,-152.5,152.5,282.3,7.628,23.594,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:58.954Z,1749371158.954,142.9,80.9,80.9,80.9,43.5214772,43.521475694,43.521480714,43.521485733,132.2,11.738,2.0,9758.306,4.1061517,4.106153271,4.106148035,4.1061428,2.5,-57.576,12.771,17.6,1749378358954.999,1749371158954.999,124.817,-6.0,139.4,139.4,282.3,7.609,13.363,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:58.959Z,1749371158.959,75.7,-39.1,39.1,39.1,43.5209974,43.520997866,43.520996312,43.520994757,90.0,4.9,5.9,21252.09,4.1046392,4.104641723,4.104633313,4.104624903,2.5,8.911,10.8,26.6,1749378358959.0,1749371158959.0,100.8,7.0,-153.4,153.4,282.3,7.608,23.785,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:59.048Z,1749371159.048,73.1,-37.3,37.3,37.3,43.5210011,43.521001649,43.520999819,43.52099799,94.0,4.6,4.3,21253.459,4.1046554,4.104657891,4.104649587,4.104641283,2.5,-28.889,8.9,26.7,1749378359048.999,1749371159048.999,102.9,6.0,-150.8,150.8,282.3,7.6,23.307,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:59.068Z,1749371159.068,139.0,86.4,86.4,86.4,43.5214719,43.521470475,43.521475225,43.521479975,141.1,11.211,1.494,9759.174,4.1061596,4.106161308,4.106155614,4.10614992,2.5,-34.513,12.281,17.0,1749378359068.0,1749371159068.0,131.385,-5.8,143.3,143.3,282.3,7.6,13.63,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:59.156Z,1749371159.156,132.2,88.0,88.0,88.0,43.5214671,43.521465832,43.521470059,43.521474287,124.6,10.8,1.1,9760.03,4.1061679,4.106169829,4.106163399,4.10615697,2.5,-77.273,11.9,17.7,1749378359156.0,1749371159156.0,136.5,0.9,150.1,150.1,282.3,7.6,15.344,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:59.161Z,1749371159.161,72.5,-43.2,43.2,43.2,43.5210053,43.521005868,43.521003975,43.521002083,101.3,5.3,5.3,21254.801,4.104671,4.104673483,4.104665206,4.104656928,2.5,-5.31,10.6,26.7,1749378359161.999,1749371159161.999,111.9,4.3,-150.2,150.2,282.3,7.6,23.169,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:59.260Z,1749371159.26,128.4,79.7,79.7,79.7,43.5214629,43.521461727,43.521465636,43.521469546,100.5,8.5,1.048,9760.9,4.106177,4.106179041,4.106172239,4.106165437,2.5,-36.191,12.32,17.3,1749378359260.998,1749371159260.998,118.703,2.9,153.9,153.9,282.3,7.6,15.536,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:59.262Z,1749371159.262,69.8,-51.8,51.8,51.8,43.5210095,43.521010152,43.521007979,43.521005806,103.4,5.1,5.5,21256.143,4.1046866,4.104689044,4.104680898,4.104672753,2.5,-27.0,10.6,26.7,1749378359262.0,1749371159262.0,114.0,3.9,-147.5,147.5,282.3,7.6,22.519,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:59.356Z,1749371159.356,120.9,82.0,82.0,82.0,43.5214588,43.52145783,43.521461062,43.521464294,89.9,11.7,1.0,9761.785,4.1061864,4.106188634,4.106181187,4.106173739,2.5,-78.946,12.7,17.1,1749378359356.0,1749371159356.0,102.6,8.8,161.4,161.4,282.3,7.6,16.207,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:59.359Z,1749371159.359,69.5,-59.6,59.6,59.6,43.521013,43.521013661,43.521011457,43.521009253,104.39,5.0,6.0,21257.438,4.1047019,4.104704339,4.104696209,4.10468808,2.5,-3.093,11.0,26.7,1749378359359.0,1749371159359.0,115.881,4.8,-147.2,147.2,282.3,7.6,22.443,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:59.456Z,1749371159.456,119.7,74.4,74.4,74.4,43.5214542,43.521453265,43.521456383,43.521459501,82.8,10.7,2.1,9762.687,4.1061956,4.106197862,4.106190323,4.106182784,2.5,-11.881,12.8,16.9,1749378359456.999,1749371159456.999,95.6,5.8,162.6,162.6,282.3,7.6,16.127,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:59.457Z,1749371159.457,72.7,-57.8,57.8,57.8,43.5210166,43.521017161,43.52101529,43.521013418,105.4,5.5,6.9,21258.758,4.1047175,4.104719986,4.104711699,4.104703413,2.5,32.324,12.4,26.7,1749378359457.999,1749371159457.999,117.8,3.6,-150.4,150.4,282.3,7.6,23.216,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:59.553Z,1749371159.553,123.3,66.8,66.8,66.8,43.5214491,43.521448063,43.521451519,43.521454974,75.5,8.8,2.052,9763.646,4.1062052,4.106207376,4.106200122,4.106192868,2.5,37.114,11.297,16.7,1749378359553.998,1749371159553.998,89.78,10.2,159.0,159.0,282.3,7.6,15.591,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:59.558Z,1749371159.558,72.3,-59.0,59.0,59.0,43.5210197,43.521020274,43.521018361,43.521016447,114.6,6.3,8.7,21260.078,4.1047333,4.104735781,4.104727512,4.104719244,2.5,-4.0,15.0,26.7,1749378359558.0,1749371159558.0,129.6,3.6,-150.0,150.0,282.3,7.6,23.123,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:59.657Z,1749371159.657,125.4,57.3,57.3,57.3,43.5214442,43.521443106,43.521446752,43.521450398,73.9,7.7,2.0,9764.586,4.1062147,4.106216822,4.106209748,4.106202673,2.5,20.388,9.7,16.9,1749378359657.0,1749371159657.0,83.6,15.2,156.9,156.9,282.3,7.6,15.545,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:59.657Z,1749371159.657,74.9,-57.9,57.9,57.9,43.5210233,43.521023792,43.521022152,43.521020513,118.0,6.6,8.8,21261.375,4.1047486,4.104751114,4.104742734,4.104734355,2.5,26.0,14.7,26.5,1749378359657.999,1749371159657.999,131.6,2.8,-152.6,152.6,282.3,7.6,23.527,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:59.753Z,1749371159.753,124.1,50.1,50.1,50.1,43.5214387,43.521437641,43.52144117,43.521444698,74.2,9.1,1.5,9765.529,4.1062236,4.106225756,4.106218569,4.106211382,2.5,-13.402,10.6,16.9,1749378359753.999,1749371159753.999,84.8,14.4,158.2,158.2,282.3,7.6,15.691,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:59.757Z,1749371159.757,72.1,-55.1,55.1,55.1,43.5210264,43.52102698,43.521025046,43.521023112,119.2,5.5,8.9,21262.672,4.1047641,4.104766578,4.104758319,4.10475006,2.5,-28.0,14.4,26.2,1749378359757.998,1749371159757.998,133.6,2.9,-149.8,149.8,282.3,7.6,22.644,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:59.846Z,1749371159.846,129.3,46.1,46.1,46.1,43.5214333,43.521432104,43.52143609,43.521440076,72.063,8.5,1.685,9766.472,4.1062326,4.106234615,4.106227899,4.106221182,2.5,55.914,11.235,16.9,1749378359846.999,1749371159846.999,83.298,15.6,153.0,153.0,282.3,7.6,15.058,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:59.858Z,1749371159.858,74.4,-60.9,60.9,60.9,43.5210296,43.521030108,43.521028415,43.521026723,112.7,5.0,8.75,21263.941,4.1047792,4.104781708,4.104773348,4.104764989,2.5,23.0,13.892,26.0,1749378359858.0,1749371159858.0,125.092,4.4,-152.1,152.1,282.3,7.6,22.978,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:25:59.954Z,1749371159.954,129.3,49.5,49.5,49.5,43.5214274,43.521426204,43.52143019,43.521434176,69.581,9.679,1.9,9767.375,4.1062403,4.106242315,4.106235599,4.106228882,2.5,0.0,11.973,16.9,1749378359954.999,1749371159954.999,81.554,22.3,153.0,153.0,282.3,7.6,15.058,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:25:59.957Z,1749371159.957,73.9,-64.0,64.0,64.0,43.5210326,43.521033124,43.521031378,43.521029633,103.931,4.744,8.6,21265.211,4.1047944,4.104796902,4.104788563,4.104780224,2.5,-5.0,13.383,25.8,1749378359957.999,1749371159957.999,116.583,12.0,-151.6,151.6,282.3,7.6,22.695,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:26:00.052Z,1749371160.052,74.7,-67.2,67.2,67.2,43.521036,43.521036498,43.521034838,43.521033177,95.6,4.5,8.4,21266.525,4.10481,4.104812511,4.10480414,4.104795768,2.5,8.421,12.9,25.6,1749378360052.998,1749371160052.998,108.5,12.7,-152.4,152.4,282.3,7.595,22.687,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:26:00.076Z,1749371160.076,136.2,45.2,45.2,45.2,43.5214211,43.521419737,43.52142428,43.521428822,66.8,11.0,1.8,9768.301,4.1062478,4.106249602,4.106243595,4.106237588,2.5,57.024,12.8,17.2,1749378360076.0,1749371160076.0,79.6,20.9,146.1,146.1,282.3,7.592,14.276,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:26:00.144Z,1749371160.144,138.8,44.5,44.5,44.5,43.5214146,43.521413179,43.521417915,43.52142265,62.0,10.6,1.5,9769.265,4.1062557,4.106257415,4.106251698,4.106245981,2.5,38.235,12.1,17.3,1749378360144.0,1749371160144.0,74.1,16.6,143.5,143.5,282.3,7.586,13.907,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:26:00.160Z,1749371160.16,73.3,-56.8,56.8,56.8,43.5210389,43.521039443,43.521037634,43.521035826,89.2,4.2,7.211,21267.855,4.104826,4.104828494,4.104820181,4.104811868,2.5,-13.084,11.194,25.6,1749378360160.0,1749371160160.0,103.021,8.7,-151.0,151.0,282.3,7.584,22.39,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:26:00.257Z,1749371160.257,137.9,36.1,36.1,36.1,43.521408,43.521406599,43.521411269,43.521415938,69.8,10.0,1.0,9770.211,4.1062631,4.106264846,4.106259027,4.106253208,2.5,-7.895,11.0,17.6,1749378360257.998,1749371160257.998,80.8,14.1,144.4,144.4,282.3,7.574,14.311,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:26:00.260Z,1749371160.26,76.2,-50.5,50.5,50.5,43.5210419,43.52104235,43.521040849,43.521039348,88.3,3.5,6.1,21269.18,4.1048419,4.104844429,4.104836,4.104827571,2.5,29.0,9.6,25.5,1749378360260.0,1749371160260.0,97.9,6.7,-153.9,153.9,282.3,7.574,22.9,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:26:00.357Z,1749371160.357,140.6,28.9,28.9,28.9,43.5214011,43.521399641,43.521404504,43.521409367,75.0,9.6,0.1,9771.158,4.10627,4.106271653,4.106266144,4.106260635,2.5,27.272,9.7,17.8,1749378360357.0,1749371160357.0,84.7,15.4,141.7,141.7,282.3,7.564,13.969,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:26:00.359Z,1749371160.359,75.7,-42.0,42.0,42.0,43.5210456,43.521046066,43.521044512,43.521042957,90.2,3.6,5.9,21270.512,4.1048576,4.104860123,4.104851713,4.104843303,2.5,-5.051,9.35,25.5,1749378360359.0,1749371160359.0,94.345,6.3,-153.4,153.4,282.3,7.564,22.801,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:26:00.456Z,1749371160.456,144.1,31.5,31.5,31.5,43.5213942,43.521392671,43.521397769,43.521402867,79.9,8.2,0.9,9772.062,4.1062759,4.106277427,4.106272338,4.106267248,2.5,35.0,9.1,18.0,1749378360456.999,1749371160456.999,89.0,11.3,138.2,138.2,282.3,7.554,13.419,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:26:00.457Z,1749371160.457,72.0,-43.4,43.4,43.4,43.5210494,43.521049983,43.521048039,43.521046094,85.374,3.4,5.7,21271.793,4.1048726,4.104875076,4.104866822,4.104858568,2.5,-37.374,9.1,25.5,1749378360457.999,1749371160457.999,90.791,6.4,-149.7,149.7,282.3,7.554,22.017,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:26:00.553Z,1749371160.553,147.9,40.6,40.6,40.6,43.5213872,43.521385601,43.521390932,43.521396263,77.7,6.5,0.2,9772.962,4.1062815,4.106282884,4.106278272,4.106273659,2.5,39.176,6.7,18.0,1749378360553.998,1749371160553.998,84.4,11.7,134.4,134.4,282.3,7.545,12.594,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:26:00.558Z,1749371160.558,70.6,-52.5,52.5,52.5,43.5210526,43.521053227,43.521051137,43.521049046,80.5,3.1,3.6,21273.078,4.1048879,4.104890356,4.10488217,4.104873983,2.5,-14.0,6.7,25.5,1749378360558.0,1749371160558.0,87.2,9.5,-148.3,148.3,282.3,7.544,21.696,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:26:00.657Z,1749371160.657,73.8,-44.9,44.9,44.9,43.5210564,43.521056927,43.521055171,43.521053415,79.2,4.6,3.7,21274.428,4.1049038,4.1049063,4.104897966,4.104889631,2.5,32.0,7.8,25.4,1749378360657.999,1749371160657.999,88.55,8.7,-151.5,151.5,282.3,7.534,22.322,08_06_2025_Run4,Karl,Karl Maeder,Jibe,13.999000072479248,1749371165.859,1749371179.858,12,0
2025-06-08T08:26:00.657Z,1749371160.657,149.6,48.8,48.8,48.8,43.5213802,43.521378572,43.521384,43.521389428,77.0,5.7,1.4,9773.874,4.1062874,4.106288718,4.106284326,4.106279934,2.5,16.346,7.1,18.0,1749378360657.999,1749371160657.999,84.1,16.8,132.7,132.7,282.3,7.534,12.207,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
2025-06-08T08:26:00.753Z,1749371160.753,148.1,39.7,39.7,39.7,43.521373,43.521371397,43.52137674,43.521382083,82.0,5.9,2.2,9774.802,4.1062932,4.106294576,4.106289989,4.106285403,2.5,-15.625,8.1,17.9,1749378360753.999,1749371160753.999,90.1,13.1,134.2,134.2,282.3,7.525,12.479,08_06_2025_Run3,Gian,SenseBoard,Jibe,13.995000123977661,1749371153.264,1749371167.259,7,7
