ISODateTimeUTC,SecondsSince1970,COG,Heel,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Line_C,Line_L,Line_R,Log,Lon,LonBow,LonCenter,LonStern,MagneticVariation,ROT,Side_lines,SOG,TimeLocal,TimeUTC,Total_lines,Trim,TWA,TWA_Abs,TWD,TWS,VMG,run,rider_name,boat_name,maneuver_index,maneuver_type,interval_duration,start_time,end_time,Line_R2,Line_L2,Line_C2,side_line2,total_line2,Timestamp GPS,Latitude,Longitude,Euler_X (deg),Euler_Y (deg),LoadCell_1,LoadCell_2,LoadCell_3,LoadCell_4,LoadCell_5,LoadCell_6,F_front,F_back,M_tot_X,M_tot_Y,M_front_X,M_front_Y,M_back_X,M_back_Y,P_front_X,P_front_Y,P_back_X,P_back_Y
2025-06-08 08:16:25.859000+00:00,1749370585.859,156.7,32.0,32.0,32.0,43.5213192,43.521317466,43.521323246,43.521329026,69.0,2.6,3.7,17193.215,4.106136,4.10613703,4.106133597,4.106130164,2.5,11.0,11.577,19.5,1749377785859.0,1749370585859.0,80.525,10.2,128.887,128.887,285.587,7.286,12.242,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,2.6,3.7,69.0,6.300000000000001,75.3,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:25.956000+00:00,1749370585.956,63.6,-43.1,43.1,43.1,43.5205463,43.520547139,43.520544341,43.520541543,85.5,9.6,7.4,5203.893,4.1023455,4.102347832,4.102340058,4.102332284,2.5,-26.804,17.0,25.2,1749377785956.0,1749370585956.0,102.5,10.4,-137.935,137.935,285.665,7.296,18.708,08_06_2025_Run2,Gian,SenseBoard,6,Jibe,14.01799988746643,1749370572.446,1749370586.464,7.4,9.6,85.5,17.0,102.5,2025-06-08 08:16:25.866666667+00:00,43.5205268859863,4.1023302078247,329.625,5.6875,23757.0118349626,-1643.91765147839,3610.5007363628,15241.3568117408,3332.98394731642,-9779.5795652992,8794.76119375807,25723.594919847,-6195.61961490305,4869.86227537203,-3490.42062459708,193.29443156057,-2705.19899030596,-872.397281031774,21.9783604468712,396.87497451032,-33.9142831221726,105.164110954755
2025-06-08 08:16:25.959000+00:00,1749370585.959,155.0,31.9,31.9,31.9,43.5213103,43.521308589,43.521314293,43.521319997,66.3,6.298,3.2,17194.273,4.1061406,4.1061417,4.106138032,4.106134364,2.5,-17.0,14.453,19.6,1749377785959.0,1749370585959.0,86.449,9.3,130.667,130.667,285.667,7.296,12.773,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,3.2,6.298,66.3,9.498,75.798,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:26.051000+00:00,1749370586.051,159.3,36.1,36.1,36.1,43.5213013,43.521299534,43.521305421,43.521311308,74.8,9.7,7.4,17195.334,4.106145,4.10614592,4.106142852,4.106139785,2.5,46.739,17.1,19.9,1749377786051.0,1749370586051.0,91.9,8.8,126.446,126.446,285.746,7.3,11.822,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,7.4,9.7,74.8,17.1,91.9,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:26.062000+00:00,1749370586.062,63.7,-44.2,44.2,44.2,43.5205517,43.520552537,43.520549748,43.52054696,89.3,10.1,5.3,5205.236,4.1023604,4.102362734,4.102354953,4.102347173,2.5,0.943,15.4,25.4,1749377786062.0,1749370586062.0,104.7,9.5,-137.944,137.944,285.756,7.3,18.859,08_06_2025_Run2,Gian,SenseBoard,6,Jibe,14.01799988746643,1749370572.446,1749370586.464,5.3,10.1,89.3,15.4,104.7,2025-06-08 08:16:26.200000+00:00,43.5205459594726,4.10238981246948,333.25,8.125,2534.75120659366,3760.75075914616,2557.00064660186,10187.2490568875,4638.2614243031,-8762.27464797798,6063.23583321263,8852.5026123417,-2512.88960448189,143.297546187919,-2643.45855682873,-291.766460997735,130.568952346841,-176.270337197355,-48.1205859418372,435.981484069718,-19.9119215115066,-14.7493830913767
2025-06-08 08:16:26.160000+00:00,1749370586.16,63.2,-37.8,37.8,37.8,43.5205573,43.520558151,43.520555314,43.520552476,90.6,7.3,4.4,5206.597,4.1023754,4.102377724,4.102369977,4.10236223,2.5,-5.102,11.7,25.5,1749377786160.0,1749370586160.0,102.3,6.9,-137.356,137.356,285.844,7.3,18.757,08_06_2025_Run2,Gian,SenseBoard,6,Jibe,14.01799988746643,1749370572.446,1749370586.464,4.4,7.3,90.6,11.7,102.3,2025-06-08 08:16:26.200000+00:00,43.5205459594726,4.10238981246948,333.25,8.125,2534.75120659366,3760.75075914616,2557.00064660186,10187.2490568875,4638.2614243031,-8762.27464797798,6063.23583321263,8852.5026123417,-2512.88960448189,143.297546187919,-2643.45855682873,-291.766460997735,130.568952346841,-176.270337197355,-48.1205859418372,435.981484069718,-19.9119215115066,-14.7493830913767
2025-06-08 08:16:26.165000+00:00,1749370586.165,160.5,41.0,41.0,41.0,43.5212923,43.52129052,43.521296453,43.521302385,88.0,10.8,9.9,17196.381,4.1061488,4.106149669,4.106146772,4.106143875,2.5,10.435,20.7,20.2,1749377786165.998,1749370586165.998,108.7,4.6,125.349,125.349,285.849,7.3,11.687,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,9.9,10.8,88.0,20.700000000000003,108.7,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:26.260000+00:00,1749370586.26,63.0,-40.7,40.7,40.7,43.5205623,43.520563157,43.5205603,43.520557443,89.6,7.754,4.4,5207.892,4.1023899,4.10239222,4.102384487,4.102376754,2.5,-2.0,12.353,25.7,1749377786260.0,1749370586260.0,102.149,7.7,-137.066,137.066,285.934,7.3,18.816,08_06_2025_Run2,Gian,SenseBoard,6,Jibe,14.01799988746643,1749370572.446,1749370586.464,4.4,7.754,89.6,12.154,101.754,2025-06-08 08:16:26.250000+00:00,43.5205459594726,4.10238981246948,333.375,7.0,3255.99530916538,3416.30548875859,2366.83343632666,8691.21301792697,4362.01983599801,-8083.50705337717,4969.72580054781,9039.13423425063,-2323.00041582025,540.707758244269,-2340.07344994692,-340.891699527497,17.0730341266773,-203.002786099313,-68.5936635558286,470.865706451849,-22.4582112444027,-1.88879086029998
2025-06-08 08:16:26.264000+00:00,1749370586.264,163.2,47.3,47.3,47.3,43.5212833,43.521281493,43.521287517,43.521293542,93.5,10.054,8.835,17197.443,4.1061532,4.106153953,4.106151444,4.106148935,2.5,27.55,18.889,20.3,1749377786264.0,1749370586264.0,108.753,9.0,122.738,122.738,285.938,7.3,10.978,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,8.835,10.054,93.5,18.889000000000003,112.389,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:26.349000+00:00,1749370586.349,160.7,49.6,49.6,49.6,43.5212744,43.521272618,43.521278558,43.521284498,91.5,9.4,7.9,17198.496,4.1061576,4.106158461,4.106155592,4.106152723,2.5,-29.07,17.3,20.5,1749377786349.998,1749370586349.998,108.8,9.2,125.315,125.315,286.015,7.3,11.85,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,7.9,9.4,91.5,17.3,108.8,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:26.357000+00:00,1749370586.357,64.6,-50.8,50.8,50.8,43.5205674,43.52056821,43.52056551,43.520562811,85.4,8.194,4.4,5209.163,4.102404,4.102406352,4.102398512,4.102390672,2.5,16.495,12.987,25.7,1749377786357.0,1749370586357.0,102.003,11.0,-138.579,138.579,286.021,7.3,19.272,08_06_2025_Run2,Gian,SenseBoard,6,Jibe,14.01799988746643,1749370572.446,1749370586.464,4.4,8.194,85.4,12.594,97.994,2025-06-08 08:16:26.400000+00:00,43.5205574035644,4.10241985321044,332.5,5.3125,4330.2394459837,2837.86022837014,1861.66623723517,8676.17697636857,4602.77826127945,-7919.73944182331,5359.21579582471,9029.76591158902,-2474.06872701361,281.181977205764,-2315.13034033776,-349.247737987464,-158.938386675843,-250.198336560145,-65.1676945458248,431.990505428322,-27.70817527385,17.6016065346564
2025-06-08 08:16:26.457000+00:00,1749370586.457,160.2,50.4,50.4,50.4,43.5212655,43.521263724,43.521269645,43.521275566,86.9,8.7,6.3,17199.564,4.1061626,4.106163482,4.106160542,4.106157602,2.5,-4.63,15.0,20.5,1749377786457.999,1749370586457.999,101.9,14.3,125.912,125.912,286.112,7.3,12.024,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,6.3,8.7,86.9,15.0,101.9,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:26.464000+00:00,1749370586.464,63.5,-52.5,52.5,52.5,43.5205723,43.520573142,43.520570334,43.520567526,85.4,8.679,4.9,5210.46,4.1024186,4.10242093,4.102413163,4.102405396,2.5,-10.28,13.686,25.6,1749377786464.0,1749370586464.0,101.842,9.6,-137.382,137.382,286.118,7.3,18.839,08_06_2025_Run2,Gian,SenseBoard,6,Jibe,14.01799988746643,1749370572.446,1749370586.464,4.9,8.679,85.4,13.579,98.979,2025-06-08 08:16:26.450000+00:00,43.5205574035644,4.10241985321044,332.375,4.125,4431.57082633178,2422.46635251544,1855.51833966907,7674.145091286,3965.56457189233,-7472.94500208625,4166.76466109208,8709.5555185163,-2326.98869448687,682.976311273839,-2113.01906802543,-341.804295028486,-213.96962646144,-235.68016326725,-82.0311015450778,507.112649715048,-27.059953032758,24.5672268816182
2025-06-08 08:16:26.558000+00:00,1749370586.558,158.1,48.3,48.3,48.3,43.5212568,43.521255048,43.521260888,43.521266727,85.15,7.2,6.1,17200.625,4.106168,4.106168971,4.106165734,4.106162497,2.5,-21.0,14.15,20.6,1749377786558.0,1749370586558.0,99.3,11.1,128.102,128.102,286.202,7.3,12.712,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,6.1,7.2,85.15,13.3,98.45,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:26.657000+00:00,1749370586.657,155.7,37.2,37.2,37.2,43.5212479,43.521246179,43.521251915,43.521257651,83.4,7.4,5.9,17201.711,4.1061735,4.106174571,4.106171,4.106167428,2.5,-24.0,13.3,20.6,1749377786657.999,1749370586657.999,96.7,11.6,130.592,130.592,286.292,7.3,13.404,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,5.9,7.4,83.4,13.3,96.7,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:26.759000+00:00,1749370586.759,155.6,28.3,28.3,28.3,43.521239,43.521237281,43.521243012,43.521248743,78.9,6.9,5.2,17202.791,4.1061789,4.106179976,4.10617639,4.106172805,2.5,-0.99,12.1,20.7,1749377786759.0,1749370586759.0,91.0,14.9,130.783,130.783,286.383,7.3,13.521,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,5.2,6.9,78.9,12.1,91.0,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:26.860000+00:00,1749370586.86,156.5,33.7,33.7,33.7,43.5212299,43.521228169,43.52123394,43.521239712,72.4,7.4,5.8,17203.881,4.1061839,4.106184938,4.106181477,4.106178017,2.5,8.824,13.2,20.7,1749377786860.999,1749370586860.999,85.6,20.4,129.975,129.975,286.475,7.3,13.299,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,5.8,7.4,72.4,13.2,85.60000000000001,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:26.957000+00:00,1749370586.957,158.1,34.2,34.2,34.2,43.5212206,43.521218848,43.521224688,43.521230527,67.4,7.3,6.2,17204.998,4.1061891,4.106190071,4.106186834,4.106183597,2.5,16.495,13.5,20.7,1749377786957.999,1749370586957.999,80.9,15.4,128.462,128.462,286.562,7.3,12.875,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,6.2,7.3,67.4,13.5,80.9,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:27.052000+00:00,1749370587.052,158.2,37.6,37.6,37.6,43.5212111,43.521209347,43.52121519,43.521221034,62.0,6.4,6.2,17206.131,4.1061942,4.106195167,4.106191944,4.106188721,2.5,1.053,12.6,20.8,1749377787052.998,1749370587052.998,74.6,10.9,128.437,128.437,286.637,7.295,12.93,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,6.2,6.4,62.0,12.6,74.6,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:27.160000+00:00,1749370587.16,158.7,26.5,26.5,26.5,43.5212015,43.521199741,43.521205605,43.521211468,57.2,6.0,5.6,17207.275,4.1061993,4.106200246,4.106197093,4.10619394,2.5,4.673,11.6,20.8,1749377787160.0,1749370587160.0,68.8,6.2,128.012,128.012,286.712,7.284,12.809,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,5.6,6.0,57.2,11.6,68.8,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:27.260000+00:00,1749370587.26,158.9,32.7,32.7,32.7,43.521192,43.521190239,43.52119611,43.521201982,53.1,5.7,5.65,17208.404,4.1062042,4.106205137,4.106202013,4.106198888,2.5,2.0,11.349,20.9,1749377787260.0,1749370587260.0,65.483,8.7,127.882,127.882,286.782,7.274,12.833,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,5.65,5.7,53.1,11.35,64.45,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:27.359000+00:00,1749370587.359,159.6,28.7,28.7,28.7,43.5211825,43.52118073,43.521186629,43.521192528,51.1,5.4,5.7,17209.547,4.1062096,4.106210508,4.106207482,4.106204457,2.5,7.071,11.1,21.1,1749377787359.0,1749370587359.0,62.2,7.9,127.251,127.251,286.851,7.264,12.772,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,5.4,5.7,51.1,11.1,62.2,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:27.448000+00:00,1749370587.448,157.4,28.5,28.5,28.5,43.5211731,43.521171357,43.521177167,43.521182977,49.2,3.6,2.6,17210.689,4.1062153,4.106216301,4.106212965,4.10620963,2.5,-24.719,6.2,21.3,1749377787448.0,1749370587448.0,55.4,13.6,129.514,129.514,286.914,7.255,13.552,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,2.6,3.6,49.2,6.2,55.400000000000006,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:27.558000+00:00,1749370587.558,156.5,20.6,20.6,20.6,43.5211638,43.521162069,43.52116784,43.521173612,45.7,3.443,2.233,17211.816,4.1062209,4.106221938,4.106218477,4.106215017,2.5,-8.182,5.676,21.6,1749377787558.0,1749370587558.0,52.729,11.1,130.491,130.491,286.991,7.244,14.025,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,2.233,3.443,45.7,5.676,51.376000000000005,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:27.657000+00:00,1749370587.657,156.1,16.9,16.9,16.9,43.5211544,43.521152674,43.521158428,43.521164182,45.1,3.3,1.9,17212.943,4.1062261,4.106227155,4.106223639,4.106220122,2.5,-4.0,5.2,21.7,1749377787657.999,1749370587657.999,50.3,11.9,130.961,130.961,287.061,7.234,14.225,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,1.9,3.3,45.1,5.199999999999999,50.3,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:27.757000+00:00,1749370587.757,158.1,24.8,24.8,24.8,43.521145,43.521143248,43.521149088,43.521154927,42.3,2.3,1.8,17214.082,4.1062317,4.106232671,4.106229434,4.106226197,2.5,20.0,4.8,21.8,1749377787757.998,1749370587757.998,53.583,13.1,129.031,129.031,287.131,7.224,13.728,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,1.8,2.3,42.3,4.1,46.4,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:27.858000+00:00,1749370587.858,156.6,31.3,31.3,31.3,43.5211354,43.521133667,43.521139443,43.521145219,42.2,2.7,1.7,17215.248,4.1062375,4.106238534,4.106235087,4.10623164,2.5,-15.0,4.4,22.0,1749377787858.0,1749370587858.0,56.866,10.0,130.601,130.601,287.201,7.214,14.317,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,1.7,2.7,42.2,4.4,46.6,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:27.959000+00:00,1749370587.959,156.4,34.7,34.7,34.7,43.5211258,43.52112407,43.521129837,43.521135604,42.1,4.933,2.5,17216.404,4.106243,4.106244042,4.106240568,4.106237093,2.5,-1.98,9.628,22.0,1749377787959.0,1749370587959.0,60.182,6.7,130.871,130.871,287.271,7.204,14.396,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,2.5,4.933,42.1,7.433,49.533,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:28.056000+00:00,1749370588.056,157.2,33.9,33.9,33.9,43.5211161,43.521114359,43.521120161,43.521125963,48.7,7.1,7.6,17217.578,4.1062487,4.106249709,4.106246346,4.106242982,2.5,8.163,14.7,22.1,1749377788056.998,1749370588056.998,63.4,7.6,130.117,130.117,287.317,7.2,14.24,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,7.1,7.6,48.7,14.7,63.400000000000006,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:28.158000+00:00,1749370588.158,157.0,28.6,28.6,28.6,43.5211064,43.521104662,43.521110455,43.521116248,55.1,6.799,6.1,17218.75,4.1062544,4.106255417,4.106252026,4.106248635,2.5,-1.961,13.595,22.2,1749377788158.999,1749370588158.999,67.42,9.8,130.348,130.348,287.348,7.2,14.373,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,6.1,6.799,55.1,12.899,67.999,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:28.260000+00:00,1749370588.26,156.9,28.5,28.5,28.5,43.5210969,43.521095163,43.521100952,43.521106741,58.9,6.5,6.0,17219.906,4.1062602,4.106261222,4.106257816,4.106254411,2.5,-0.99,12.5,22.3,1749377788260.0,1749370588260.0,71.4,9.7,130.478,130.478,287.378,7.2,14.476,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,6.0,6.5,58.9,12.5,71.4,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:28.359000+00:00,1749370588.359,156.2,34.4,34.4,34.4,43.5210871,43.521085373,43.521091131,43.521096889,60.1,6.6,5.9,17221.086,4.1062658,4.106266851,4.106263348,4.106259846,2.5,-7.071,12.5,22.3,1749377788359.0,1749370588359.0,72.6,8.9,131.208,131.208,287.408,7.2,14.691,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,5.9,6.6,60.1,12.5,72.6,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:28.457000+00:00,1749370588.457,157.4,30.9,30.9,30.9,43.5210777,43.521075957,43.521081767,43.521087577,65.2,6.9,6.0,17222.234,4.1062717,4.106272701,4.106269365,4.10626603,2.5,12.121,12.9,22.4,1749377788457.999,1749370588457.999,78.1,8.6,130.037,130.037,287.437,7.2,14.41,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,6.0,6.9,65.2,12.9,78.10000000000001,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:28.558000+00:00,1749370588.558,155.6,33.1,33.1,33.1,43.5210681,43.521066381,43.521072112,43.521077843,70.9,7.3,6.2,17223.391,4.1062772,4.106278276,4.10627469,4.106271105,2.5,-18.0,13.5,22.4,1749377788558.0,1749370588558.0,84.4,15.6,131.867,131.867,287.467,7.2,14.95,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,6.2,7.3,70.9,13.5,84.4,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:28.658000+00:00,1749370588.658,157.4,31.7,31.7,31.7,43.5210582,43.521056457,43.521062267,43.521068077,76.0,7.4,5.3,17224.563,4.1062822,4.106283201,4.106279865,4.10627653,2.5,17.822,12.7,22.5,1749377788658.999,1749370588658.999,88.7,14.4,130.098,130.098,287.498,7.2,14.492,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,5.3,7.4,76.0,12.7,88.7,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:28.757000+00:00,1749370588.757,159.7,31.0,31.0,31.0,43.5210484,43.521046629,43.521052532,43.521058434,76.9,7.1,4.4,17225.736,4.1062876,4.106288503,4.106285492,4.106282481,2.5,23.233,11.5,22.5,1749377788757.998,1749370588757.998,88.4,12.4,127.827,127.827,287.527,7.2,13.799,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,4.4,7.1,76.9,11.5,88.4,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:28.858000+00:00,1749370588.858,158.2,27.0,27.0,27.0,43.5210383,43.521036547,43.52104239,43.521048234,81.4,4.9,3.3,17226.928,4.1062925,4.106293467,4.106290244,4.106287021,2.5,-15.0,8.2,22.6,1749377788858.0,1749370588858.0,89.6,8.7,129.357,129.357,287.557,7.2,14.332,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,3.3,4.9,81.4,8.2,89.60000000000001,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:28.957000+00:00,1749370588.957,160.4,31.2,31.2,31.2,43.5210283,43.521026521,43.52103245,43.521038379,76.0,6.3,6.6,17228.104,4.1062972,4.106298073,4.106295162,4.106292251,2.5,22.0,12.9,22.7,1749377788957.999,1749370588957.999,88.9,6.8,127.187,127.187,287.587,7.2,13.72,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,6.3,6.6,76.0,12.9,88.9,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:29.060000+00:00,1749370589.06,161.1,30.1,30.1,30.1,43.5210184,43.521016614,43.521022568,43.521028522,80.7,10.4,7.5,17229.27,4.106302,4.106302843,4.106300032,4.106297221,2.5,6.863,15.1,22.7,1749377789060.0,1749370589060.0,94.05,2.9,126.524,126.524,287.624,7.212,13.51,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,7.5,10.4,80.7,17.9,98.6,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:29.161000+00:00,1749370589.161,160.8,39.3,39.3,39.3,43.5210088,43.521007017,43.52101296,43.521018904,81.9,8.9,8.4,17230.42,4.1063073,4.106308156,4.106305302,4.106302448,2.5,-2.941,17.3,22.7,1749377789161.999,1749370589161.999,99.2,4.9,126.865,126.865,287.665,7.232,13.618,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,8.4,8.9,81.9,17.3,99.2,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:29.260000+00:00,1749370589.26,158.3,37.7,37.7,37.7,43.5209992,43.520997446,43.521003293,43.521009141,76.3,7.6,6.6,17231.58,4.1063129,4.106313863,4.106310654,4.106307445,2.5,-25.253,14.2,22.8,1749377789260.998,1749370589260.998,90.5,9.0,129.404,129.404,287.704,7.252,14.473,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,6.6,7.6,76.3,14.2,90.5,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:29.359000+00:00,1749370589.359,156.9,34.2,34.2,34.2,43.5209897,43.520987963,43.520993752,43.520999541,69.4,6.6,5.0,17232.723,4.1063183,4.106319322,4.106315916,4.106312511,2.5,-14.286,11.6,22.7,1749377789359.0,1749370589359.0,81.0,10.4,130.844,130.844,287.744,7.272,14.846,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,5.0,6.6,69.4,11.6,81.0,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:29.459000+00:00,1749370589.459,157.4,40.4,40.4,40.4,43.5209804,43.520978657,43.520984467,43.520990277,64.0,6.298,4.4,17233.867,4.1063244,4.106325401,4.106322065,4.10631873,2.5,5.0,10.947,22.6,1749377789459.0,1749370589459.0,76.226,11.2,130.384,130.384,287.784,7.292,14.643,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,4.4,6.298,64.0,10.698,74.69800000000001,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:29.558000+00:00,1749370589.558,154.7,35.9,35.9,35.9,43.5209708,43.520969093,43.520974783,43.520980473,61.2,6.0,4.3,17235.037,4.1063303,4.106331413,4.106327704,4.106323994,2.5,-27.273,10.3,22.6,1749377789558.0,1749370589558.0,71.5,8.6,133.123,133.123,287.823,7.312,15.449,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,4.3,6.0,61.2,10.3,71.5,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:29.658000+00:00,1749370589.658,155.8,26.3,26.3,26.3,43.5209614,43.520959678,43.520965418,43.520971159,54.0,5.5,4.195,17236.186,4.1063362,4.106337267,4.10633371,4.106330152,2.5,10.891,9.932,22.6,1749377789658.999,1749370589658.999,64.451,8.6,132.064,132.064,287.864,7.332,15.141,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,4.195,5.5,54.0,9.695,63.695,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:29.750000+00:00,1749370589.75,155.7,32.7,32.7,32.7,43.5209518,43.520950079,43.520955815,43.520961551,48.5,5.5,4.1,17237.346,4.1063418,4.106342871,4.1063393,4.106335728,2.5,-1.099,9.6,22.6,1749377789750.0,1749370589750.0,58.1,10.5,132.2,132.2,287.9,7.35,15.181,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,4.1,5.5,48.5,9.6,58.1,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:29.859000+00:00,1749370589.859,156.7,25.4,25.4,25.4,43.5209423,43.520940566,43.520946346,43.520952126,46.0,5.3,3.6,17238.508,4.1063478,4.10634883,4.106345397,4.106341964,2.5,9.174,8.9,22.6,1749377789859.0,1749370589859.0,54.9,6.4,131.244,131.244,287.944,7.372,14.899,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,3.6,5.3,46.0,8.9,54.9,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08 08:16:29.959000+00:00,1749370589.959,155.5,17.9,17.9,17.9,43.520933,43.520931282,43.520937009,43.520942736,43.059,4.859,3.159,17239.646,4.1063537,4.10635478,4.106351181,4.106347581,2.5,-12.0,8.018,22.5,1749377789959.0,1749370589959.0,51.076,10.0,132.484,132.484,287.984,7.392,15.196,08_06_2025_Run3,Karl,Karl Maeder,12,Jibe,14.0,1749370576.859,1749370590.859,3.159,4.859,43.059,8.018,51.077,,,,,,,,,,,,,,,,,,,,,,,
