ISODateTimeUTC,SecondsSince1970,SOG,BelowLineCalc,central,COG,COG_Mag,DistanceToLeader,Heel,Heel_Abs,Lat,LatBow,LatCenter,lateral,LatStern,Leg,Log,LogAlongCourse,Lon,LonBow,LonCenter,LonStern,MagneticVariation,Rank,ROT,TimeLocal,TimeUTC,Trim,VMC,XTE,Accel_X (m/s^2),Accel_Y (m/s^2),Accel_Z (m/s^2),Euler_X (deg),Euler_Y (deg),Euler_Z (deg),F_back,F_front,Gyro_Y (rad/s),Gyro_X (rad/s),Gyro_Z (rad/s),LoadCell_1,LoadCell_2,LoadCell_3,LoadCell_4,LoadCell_5,LoadCell_6,M_back_X,M_back_Y,M_front_X,M_front_Y,M_tot_X,M_tot_Y,P_back_X,P_back_Y,P_front_X,P_front_Y,TWA,Heel_Lwd,TWA_Abs,TWD,TWS,VMG,run,rider_name,boat_name,maneuver_type,interval_duration,start_time,end_time,maneuver_index,target_id
2025-11-30T12:25:40.757Z,1764505540.757,21.9,,125.78,40.9,37.9,,49.6,49.6,43.0506484,43.050649827,43.05064507,2.2,43.050640313,,20057.234,,6.1132039,6.113205592,6.113199953,6.113194314,3,,-35.578,1764509140757.998,1764505540757.998,9.6,,,-0.204,1.667,0.073,69.796,2.755,-46.5,87753.781,65703.227,-0.072,0.068,0.112,2984.897,56115.203,28653.686,-14369.507,44518.359,35554.371,5658.377,-1435.548,6964.381,-2118.681,12622.759,817.727,-16.311,-64.258,-32.298,-105.998,34.427,49.6,34.427,75.327,7.6,18.064,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:40.854Z,1764505540.854,22.0,,134.9,39.2,36.2,,51.3,51.3,43.0506561,43.050657563,43.050652686,2.8,43.050647809,,20058.395,,6.1132135,6.113215133,6.11320969,6.113204246,3,,-17.708,1764509140854.0,1764505540854.0,6.9,,,0.061,2.05,-0.051,69.446,3.207,-46.655,82342.906,63970.5,-0.038,0.135,0.171,4492.11,49825.629,28025.162,-14370.476,44259.805,34081.172,4828.02,-1239.695,6759.005,-2229.059,11587.024,-332.952,-15.034,-58.547,-34.854,-105.654,36.156,51.3,36.156,75.356,7.6,17.763,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:40.956Z,1764505540.956,22.0,,135.741,42.2,39.2,,50.3,50.3,43.0506636,43.050664999,43.050660336,2.4,43.050655674,,20059.535,,6.1132231,6.113224836,6.11321905,6.113213265,3,,29.126,1764509140956.999,1764505540956.999,6.6,,,0.711,0.805,-0.069,69.046,3.55,-46.912,80062.82,63497.23,-0.039,0.146,0.09,5263.641,46877.898,27921.281,-14334.205,44352.77,33478.668,4431.918,-1141.985,6669.896,-2288.914,11101.814,-914.499,-14.243,-55.268,-36.056,-105.038,33.187,50.3,33.187,75.387,7.6,18.412,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:41.049Z,1764505541.049,22.1,,136.5,43.1,40.1,,52.1,52.1,43.0506713,43.050672679,43.050668083,1.0,43.050663488,,20060.678,,6.1132324,6.113234165,6.113228281,6.113222396,3,,9.677,1764509141049.999,1764505541049.999,5.8,,,0.741,0.403,-0.67,68.859,3.727,-47.48,78545.516,63286.855,-0.011,0.141,0.015,5562.195,45042.688,27940.631,-14298.53,44299.109,33286.273,4204.672,-1068.62,6638.081,-2298.272,10842.753,-1285.043,-13.604,-53.532,-36.316,-104.888,32.3,52.1,32.3,75.4,7.6,18.68,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:41.163Z,1764505541.163,22.2,,126.1,41.0,38.0,,51.9,51.9,43.0506787,43.050680125,43.050675375,2.0,43.050670625,,20061.813,,6.113242,6.113243695,6.113238045,6.113232395,3,,-18.584,1764509141163.0,1764505541163.0,7.4,,,0.355,1.328,-0.946,69.138,3.527,-48.388,85960.758,68205.992,-0.014,0.085,-0.105,5039.628,49666.867,31254.266,-14331.979,47507.586,35030.391,4752.801,-1105.773,6886.051,-2434.273,11638.852,-744.01,-12.885,-55.22,-35.685,-101.123,34.4,51.9,34.4,75.4,7.6,18.318,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:41.256Z,1764505541.256,22.2,,128.1,44.0,41.0,,54.8,54.8,43.0506862,43.050687558,43.050683031,0.1,43.050678504,,20062.932,,6.1132512,6.113252995,6.113247012,6.11324103,3,,31.916,1764509141256.998,1764505541256.998,8.3,,,-0.825,-1.066,-0.666,70.329,2.898,-47.715,89589.063,66716.914,-0.038,-0.084,0.012,2384.644,57690.965,29513.455,-14367.03,47939.719,33144.227,5890.124,-1441.006,6627.82,-2647.957,12517.943,325.071,-16.092,-65.767,-39.758,-99.352,31.4,54.8,31.4,75.4,7.6,18.949,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:41.357Z,1764505541.357,22.2,,148.9,41.3,38.3,,55.1,55.1,43.0506938,43.050695218,43.05069049,4.8,43.050685762,,20064.078,,6.1132607,6.113262405,6.113256721,6.113251037,3,,-26.999,1764509141357.0,1764505541357.0,7.0,,,1.248,2.264,-0.28,68.431,3.928,-48.681,75082.82,64100.906,0.091,0.236,0.14,9378.22,37447.492,28257.104,-13875.28,48652.363,29323.822,2989.378,-875.51,6026.275,-3014.907,9015.652,-3617.09,-11.583,-39.642,-47.115,-93.939,34.1,55.1,34.1,75.4,7.6,18.383,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:41.453Z,1764505541.453,22.3,,153.0,42.7,39.7,,55.0,55.0,43.0507012,43.050702588,43.050697962,4.008,43.050693337,,20065.229,,6.1132706,6.113272352,6.113266512,6.113260671,3,,14.583,1764509141453.0,1764505541453.0,6.1,,,1.616,4.009,-3.31,68.814,3.428,-49.052,68796.844,62436.508,0.126,-0.125,-0.08,10792.164,27571.482,30433.195,-12904.897,54852.926,20488.477,1786.997,-373.921,4658.375,-4292.057,6445.373,-6262.673,-5.432,-25.965,-68.733,-74.621,32.7,55.0,32.7,75.4,7.6,18.766,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:41.546Z,1764505541.546,22.3,,139.088,44.7,41.7,,59.4,59.4,43.0507089,43.050710242,43.050705769,3.232498944,43.050701295,,20066.365,,6.1132798,6.113281617,6.113275559,6.113269502,3,,21.277,1764509141546.999,1764505541546.999,6.8,,,-0.073,-3.5,-1.343,69.129,2.576,-48.109,74732.57,60878.594,0.019,-0.224,-0.177,7571.228,38826.664,28334.678,-13380.194,47759.836,26498.951,3328.704,-851.681,5563.141,-3145.41,8891.845,-2581.617,-11.374,-44.188,-51.912,-91.435,30.7,59.4,30.7,75.4,7.6,19.175,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:41.653Z,1764505541.653,22.3,,123.4,41.2,38.2,,56.8,56.8,43.0507167,43.050718121,43.050713385,2.358,43.05070865,,20067.521,,6.1132892,6.113290902,6.113285229,6.113279556,3,,-33.019,1764509141653.0,1764505541653.0,9.6,,,0.737,1.61,-0.04,70.271,2.146,-47.104,88341.539,67568.734,-0.096,-0.167,-0.076,4814.106,51200.25,32327.184,-13468.716,50075.652,30961.799,4940.125,-1116.85,6198.057,-2958.497,11138.182,-359.58,-12.644,-55.924,-43.825,-91.885,34.2,56.8,34.2,75.4,7.6,18.444,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:41.756Z,1764505541.756,22.3,,124.176,41.2,38.2,,56.9,56.9,43.0507241,43.050725521,43.050720785,1.5,43.05071605,,20068.666,,6.113299,6.113300702,6.113295029,6.113289356,3,,0.0,1764509141756.998,1764505541756.998,9.4,,,-0.072,-0.443,-1.423,69.952,3.048,-46.359,81979.82,62620.07,-0.076,0.116,0.117,5405.573,47118.531,29455.715,-13919.066,45743.035,30796.1,4442.43,-1087.675,6237.766,-2621.033,10680.196,-212.458,-13.24,-53.971,-41.841,-99.627,34.2,56.9,34.2,75.4,7.6,18.444,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:41.854Z,1764505541.854,22.3,,124.9,44.1,41.1,,54.1,54.1,43.0507321,43.050733456,43.050728936,1.7,43.050724417,,20069.83,,6.1133082,6.113309998,6.113304005,6.113298011,3,,29.896,1764509141854.0,1764505541854.0,7.3,,,0.129,0.682,-1.134,69.766,3.375,-46.514,80189.648,63537.969,-0.044,0.209,0.075,6030.789,44422.387,29736.471,-13870.493,46836.57,30571.893,4088.705,-976.793,6199.713,-2736.273,10288.418,-1231.892,-12.213,-50.992,-42.93,-97.743,31.3,54.1,31.3,75.4,7.6,19.054,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:41.957Z,1764505541.957,22.3,,125.366,40.2,37.2,,51.9,51.9,43.0507398,43.050741242,43.050736435,1.07910428,43.050731628,,20070.994,,6.1133179,6.113319568,6.113314009,6.11330845,3,,-37.5,1764509141957.999,1764505541957.999,6.1,,,0.6,2.482,-1.045,69.988,3.375,-46.931,82566.055,65437.797,-0.044,0.153,0.017,5801.729,45239.48,31524.846,-13797.331,49826.313,29408.816,4200.121,-920.197,6027.257,-3106.706,10227.378,-1539.314,-11.175,-50.873,-47.347,-92.267,35.2,51.9,35.2,75.4,7.6,18.222,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:42.055Z,1764505542.055,22.3,,125.8,42.8,39.8,,52.2,52.2,43.0507476,43.050748985,43.050744368,0.5,43.05073975,,20072.129,,6.1133269,6.113328655,6.113322804,6.113316952,3,,26.804,1764509142055.0,1764505542055.0,4.9,,,0.412,1.736,-1.06,69.94,3.468,-47.211,84977.961,66228.148,-0.023,0.09,0.014,5562.368,47121.633,32293.959,-13914.313,50307.367,29835.098,4426.062,-961.39,6103.043,-3122.302,10529.104,-1044.274,-11.299,-52.061,-47.116,-92.184,32.595,52.2,32.595,75.395,7.606,18.788,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:42.164Z,1764505542.164,22.3,,133.5,40.3,37.3,,52.1,52.1,43.0507551,43.05075654,43.05075174,0.3,43.05074694,,20073.287,,6.1133368,6.113338471,6.113332901,6.11332733,3,,-22.936,1764509142164.0,1764505542164.0,6.1,,,0.463,1.609,-1.847,69.774,3.662,-47.734,86526.016,67501.539,-0.008,0.06,-0.022,5710.086,48203.961,32611.971,-13954.235,50655.203,30800.57,4525.598,-1004.393,6243.295,-3069.845,10768.893,-978.482,-11.607,-52.302,-45.414,-92.591,35.084,52.1,35.084,75.384,7.616,18.248,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:42.257Z,1764505542.257,22.3,,142.9,43.8,40.8,,57.5,57.5,43.0507625,43.050763863,43.05075932,3.3,43.050754778,,20074.438,,6.1133467,6.113348488,6.113342527,6.113336566,3,,37.235,1764509142257.998,1764505542257.998,6.9,,,-0.371,0.296,-0.222,70.056,3.567,-47.821,86549.258,67023.672,-0.041,-0.067,0.012,4934.13,49139.047,32476.078,-14009.513,50549.645,30483.537,4707.824,-1018.303,6206.78,-3094.066,10914.604,-834.912,-11.766,-54.395,-46.162,-92.609,31.574,57.5,31.574,75.374,7.626,18.999,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:42.358Z,1764505542.358,22.4,,144.285,44.7,41.7,,53.2,53.2,43.0507699,43.050771242,43.050766769,1.915381525,43.050762295,,20075.566,,6.1133562,6.113358017,6.113351959,6.113345902,3,,9.0,1764509142358.0,1764505542358.0,6.5,,,-0.202,-0.691,-1.823,70.063,3.624,-47.379,84759.063,64087.793,0.024,-0.163,0.009,4526.123,49714.754,30518.18,-14325.314,45506.934,32906.172,4812.589,-1118.525,6588.792,-2444.888,11401.382,441.409,-13.197,-56.78,-38.145,-102.813,30.664,53.2,30.664,75.364,7.636,19.268,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:42.453Z,1764505542.453,22.3,,145.6,43.2,40.2,,56.2,56.2,43.0507774,43.050778776,43.050774189,0.6,43.050769601,,20076.709,,6.1133658,6.113367569,6.113361673,6.113355778,3,,-15.789,1764509142453.0,1764505542453.0,6.9,,,0.303,0.648,-1.004,69.766,3.803,-47.316,83748.18,64930.535,-0.011,0.124,0.011,3794.848,47219.176,32734.158,-14272.952,47055.688,32147.801,4624.691,-861.896,6475.695,-2649.62,11100.386,-118.639,-10.29,-55.22,-40.805,-99.735,32.155,56.2,32.155,75.355,7.645,18.879,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:42.558Z,1764505542.558,22.2,,141.82,43.2,40.2,,58.1,58.1,43.0507852,43.050786576,43.050781989,0.8,43.050777401,,20077.881,,6.1133755,6.113377269,6.113371373,6.113365478,3,,0.0,1764509142558.0,1764505542558.0,7.9,,,0.356,0.16,-1.249,69.842,3.733,-47.65,80692.492,63795.023,0.023,0.007,0.017,3995.298,42644.402,34052.789,-14136.572,48399.324,29532.271,4116.129,-593.473,6091.804,-2996.729,10207.934,-831.581,-7.363,-51.014,-46.973,-95.491,32.144,58.1,32.144,75.344,7.656,18.797,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:42.653Z,1764505542.653,22.4,,138.4,42.3,39.3,,55.2,55.2,43.0507926,43.050793996,43.050789342,0.6515628,43.050784687,,20079.033,,6.1133854,6.113387139,6.113381343,6.113375546,3,,-9.474,1764509142653.0,1764505542653.0,7.1,,,0.858,0.721,-0.575,69.724,3.636,-47.453,80157.094,64625.84,0.045,-0.001,0.001,4091.703,42631.996,33433.395,-14083.345,48551.52,30157.666,4104.542,-626.638,6171.621,-2948.93,10276.162,-1363.956,-7.83,-51.212,-45.623,-95.531,33.035,55.2,33.035,75.335,7.665,18.779,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:42.750Z,1764505542.75,22.4,,135.5,44.3,41.3,,56.2,56.2,43.0508,43.050801351,43.050796847,0.5,43.050792343,,20080.172,,6.1133951,6.113396905,6.113390889,6.113384874,3,,20.619,1764509142750.0,1764505542750.0,6.9,,,0.687,1.332,-1.607,69.783,3.435,-47.754,79789.648,64961.594,0.041,-0.012,0.005,4108.0,41974.629,33707.023,-14087.535,48477.598,30571.531,4032.796,-583.51,6229.94,-2905.019,10262.736,-1498.899,-7.325,-50.539,-44.697,-95.941,31.025,56.2,31.025,75.325,7.675,19.196,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:42.852Z,1764505542.852,22.3,,132.3,44.1,41.1,,59.8,59.8,43.0508082,43.050809556,43.050805036,0.3390628,43.050800517,,20081.336,,6.113404,6.113405798,6.113399805,6.113393811,3,,-1.942,1764509142852.998,1764505542852.998,7.1,,,0.535,0.068,-2.497,69.891,3.281,-47.81,80482.008,64855.605,0.03,-0.088,-0.007,3987.262,43502.047,32992.699,-14239.869,47225.555,31869.922,4208.325,-683.515,6432.316,-2687.271,10640.641,-1058.814,-8.447,-52.141,-41.505,-99.152,31.215,59.8,31.215,75.315,7.685,19.072,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:42.956Z,1764505542.956,22.4,,134.2,38.7,35.7,,57.4,57.4,43.0508159,43.050817373,43.050812462,,43.05080755,,20082.484,,6.1134134,6.113415015,6.113409631,6.113404246,3,,-51.923,1764509142956.999,1764505542956.999,8.1,,,0.526,0.359,-0.897,69.918,3.226,-47.59,84430.82,66358.656,-0.015,-0.061,-0.079,3382.516,47294.93,33753.375,-14286.311,47183.18,33461.785,4676.672,-797.97,6660.859,-2543.1,11337.531,-173.018,-9.402,-55.233,-38.4,-100.347,36.604,57.4,36.604,75.304,7.696,17.982,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:43.069Z,1764505543.069,22.4,,136.7,41.9,38.9,,60.6,60.6,43.0508235,43.050824905,43.050820221,0.0,43.050815537,,20083.645,,6.1134232,6.113424925,6.113419174,6.113413422,3,,28.319,1764509143069.999,1764505543069.999,7.9,,,0.767,0.192,-0.578,70.266,3.122,-47.372,87735.547,67638.195,-0.035,-0.076,-0.061,2515.028,52030.617,33189.898,-14438.551,46596.262,35480.484,5273.41,-1006.924,6963.706,-2320.333,12237.116,503.053,-11.469,-60.09,-34.311,-102.95,33.393,60.6,33.393,75.293,7.7,18.702,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:43.157Z,1764505543.157,22.4,,134.1,43.0,40.0,,56.0,56.0,43.0508314,43.050832781,43.050828178,0.7,43.050823575,,20084.789,,6.1134322,6.113433962,6.113428088,6.113422215,3,,12.5,1764509143157.999,1764505543157.999,8.6,,,0.467,-0.605,-1.354,70.642,3.063,-46.795,86208.805,66195.367,-0.013,-0.215,-0.026,1418.557,54393.125,30397.123,-14645.98,43139.488,37701.859,5641.792,-1198.297,7302.523,-1823.592,12944.315,885.766,-13.916,-65.483,-27.476,-110.401,32.284,56.0,32.284,75.284,7.7,18.937,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:43.253Z,1764505543.253,22.4,,135.4,40.1,37.1,,55.3,55.3,43.0508394,43.050840844,43.05083603,0.0,43.050831216,,20085.957,,6.1134415,6.113443164,6.113437617,6.113432069,3,,-30.208,1764509143253.999,1764505543253.999,7.3,,,-0.213,-0.159,-0.686,70.901,3.191,-46.286,88117.922,66666.992,-0.062,-0.098,-0.043,509.473,58250.504,29357.943,-14778.038,42086.352,39358.676,6149.419,-1386.306,7552.071,-1589.519,13701.491,1416.429,-15.714,-69.745,-23.85,-113.285,35.175,55.3,35.175,75.275,7.7,18.31,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:43.358Z,1764505543.358,22.4,,135.0,40.3,37.3,,55.3,55.3,43.050847,43.05084844,43.05084364,0.7,43.05083884,,20087.102,,6.113451,6.113452671,6.113447101,6.11344153,3,,1.923,1764509143358.0,1764505543358.0,7.9,,,0.075,1.146,-1.893,70.943,3.592,-46.13,86895.016,63522.02,-0.036,-0.006,0.044,873.021,58070.66,27951.332,-14787.105,41716.344,36592.781,6091.548,-1461.289,7167.494,-1807.889,13259.043,1784.482,-16.818,-70.1,-28.489,-112.833,34.964,55.3,34.964,75.264,7.7,18.357,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:43.454Z,1764505543.454,22.4,,131.2,42.5,39.5,,50.6,50.6,43.0508548,43.050856192,43.050851552,0.3,43.050846912,,20088.258,,6.1134604,6.113462146,6.113456327,6.113450509,3,,22.681,1764509143454.999,1764505543454.999,6.3,,,0.478,0.101,-1.581,70.593,3.855,-46.469,81136.984,62481.633,0.021,0.287,0.06,1330.612,52585.684,27220.691,-14426.452,44660.379,32247.707,5458.665,-1258.698,6511.045,-2436.992,11969.71,-517.729,-15.505,-67.261,-39.013,-104.199,32.755,50.6,32.755,75.255,7.7,18.838,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:43.561Z,1764505543.561,22.4,,130.514,41.1,38.1,,52.3,52.3,43.0508625,43.050863923,43.05085918,0.3,43.050854438,,20089.422,,6.1134701,6.113471798,6.113466137,6.113460475,3,,-13.207,1764509143561.0,1764505543561.0,6.1,,,0.551,1.501,-1.836,70.801,3.341,-47.83,79140.648,64564.422,0.027,0.041,-0.119,3240.837,46426.793,29473.018,-13889.125,48165.164,30288.383,4599.305,-952.176,6162.762,-2884.344,10762.067,-2217.654,-12.023,-58.091,-44.684,-95.444,34.144,52.3,34.144,75.244,7.7,18.539,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:43.656Z,1764505543.656,22.5,,129.9,42.9,39.9,,52.7,52.7,43.05087,43.050871383,43.050866773,0.2,43.050862163,,20090.574,,6.1134799,6.113481659,6.113475796,6.113469934,3,,18.947,1764509143656.0,1764505543656.0,6.6,,,0.291,0.974,-0.941,71.28,2.91,-47.775,84280.172,67016.328,-0.016,0.039,-0.066,2328.348,50117.723,31834.104,-13923.504,49806.953,31132.877,5089.568,-971.854,6285.365,-2959.86,11374.934,-1414.171,-11.553,-60.353,-44.122,-93.899,32.334,52.7,32.334,75.234,7.7,19.011,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:43.760Z,1764505543.76,22.5,,127.4,43.6,40.6,,55.3,55.3,43.0508776,43.050878967,43.05087441,1.5,43.050869852,,20091.719,,6.1134894,6.113491182,6.113485243,6.113479303,3,,6.667,1764509143760.998,1764505543760.998,9.0,,,0.22,1.37,-0.894,71.752,2.785,-48.072,86082.453,69524.727,-0.048,0.023,-0.013,2746.286,49186.082,34150.086,-13799.426,52437.168,30886.982,4945.838,-838.435,6233.754,-3209.745,11179.592,-1874.586,-9.736,-57.429,-46.168,-89.662,31.624,55.3,31.624,75.224,7.7,19.159,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:43.855Z,1764505543.855,22.5,,132.3,42.5,39.5,,58.1,58.1,43.0508853,43.050886692,43.050882052,2.150000885,43.050877412,,20092.873,,6.1134989,6.113500646,6.113494827,6.113489009,3,,-11.702,1764509143855.0,1764505543855.0,8.1,,,0.616,2.748,-1.089,71.73,3.29,-47.632,84399.242,68219.555,-0.052,0.059,0.014,4599.512,46405.797,33393.934,-13902.854,51025.484,31096.928,4452.369,-830.376,6277.47,-3071.892,10729.839,-1766.552,-9.869,-52.746,-44.951,-92.146,32.715,58.1,32.715,75.215,7.7,18.931,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:43.948Z,1764505543.948,22.5,,137.3,42.3,39.3,,54.9,54.9,43.050893,43.050894396,43.050889742,2.8,43.050885087,,20094.031,,6.1135085,6.113510239,6.113504443,6.113498646,3,,-2.128,1764509143948.998,1764505543948.998,7.3,,,1.079,4.205,-0.835,71.59,3.986,-46.491,82352.695,66187.75,-0.044,0.167,0.007,5169.406,45700.195,31483.092,-14035.476,48531.043,31692.18,4316.529,-914.074,6379.008,-2803.39,10695.537,-1476.493,-11.132,-52.406,-42.27,-96.516,32.905,54.9,32.905,75.205,7.7,18.89,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:44.073Z,1764505544.073,22.5,,137.4,42.0,39.0,,57.4,57.4,43.0509009,43.050902303,43.050897626,0.7,43.050892949,,20095.207,,6.1135181,6.113519829,6.113514066,6.113508303,3,,-2.4,1764509144073.998,1764505544073.998,6.8,,,-0.001,1.842,-1.167,72.682,3.093,-48.047,95145.664,72250.078,-0.106,0.007,-0.18,2319.302,57064.984,35761.379,-14347.391,51980.328,34617.137,5830.415,-1113.82,6830.551,-2879.321,12660.967,430.278,-11.688,-61.185,-39.856,-94.543,33.193,57.4,33.193,75.193,7.707,18.829,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:44.164Z,1764505544.164,22.5,,144.018,41.7,38.7,,54.1,54.1,43.0509087,43.05091011,43.050905411,1.1,43.050900712,,20096.363,,6.1135275,6.113529219,6.11352349,6.11351776,3,,-3.333,1764509144164.0,1764505544164.0,6.6,,,-0.066,-0.156,-1.691,73.117,3.018,-47.569,90843.477,69557.461,-0.041,0.001,-0.045,3472.3,54259.484,33111.691,-14189.86,51023.582,32723.736,5408.835,-1160.837,6544.447,-2950.065,11953.282,-289.357,-12.8,-59.453,-42.463,-94.08,33.484,54.1,33.484,75.184,7.716,18.766,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:44.244Z,1764505544.244,22.5,,149.9,41.8,38.8,,48.9,48.9,43.0509163,43.050917707,43.050913016,1.8,43.050908324,,20097.541,,6.1135376,6.113539322,6.113533582,6.113527841,3,,1.25,1764509144244.0,1764505544244.0,7.0,,,0.431,1.287,-0.704,73.37,2.927,-47.046,84518.961,67638.641,0.003,-0.041,0.031,4666.923,47746.063,32105.973,-13809.965,52014.184,29434.424,4587.929,-957.476,6032.592,-3304.187,10620.521,-2049.219,-11.268,-54.151,-48.887,-89.156,33.376,48.9,33.376,75.176,7.724,18.789,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:44.357Z,1764505544.357,22.6,,142.716,44.0,41.0,,53.2,53.2,43.0509232,43.050924558,43.050920031,1.637019323,43.050915504,,20098.695,,6.1135482,6.113549995,6.113544012,6.113538029,3,,19.469,1764509144357.0,1764505544357.0,4.9,,,0.678,1.984,-2.394,72.433,3.409,-46.332,72722.406,63679.305,0.055,0.071,0.269,8785.249,33837.961,30099.195,-13898.859,47321.078,30257.09,2668.114,-590.507,6159.755,-2811.427,8827.869,-3531.861,-8.08,-36.372,-44.069,-96.835,31.164,53.2,31.164,75.164,7.736,19.339,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:44.452Z,1764505544.452,22.5,,136.676,48.4,45.4,,52.8,52.8,43.0509307,43.050931954,43.050927775,1.5,43.050923597,,20099.865,,6.1135583,6.113560232,6.113553792,6.113547351,3,,46.316,1764509144452.0,1764505544452.0,5.4,,,0.512,2.821,-3.047,71.769,3.743,-46.866,79919.672,65534.473,-0.025,0.144,-0.035,9791.505,37362.0,32766.166,-13913.632,49188.48,30259.623,2936.258,-678.363,6162.169,-2982.098,9098.427,-1965.626,-8.464,-36.602,-45.513,-94.023,26.755,52.8,26.755,75.155,7.745,20.091,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
2025-11-30T12:25:44.556Z,1764505544.556,22.6,,130.0,44.6,41.6,,57.6,57.6,43.0509381,43.050939444,43.050934963,1.271356899,43.050930482,,20101.045,,6.1135687,6.113570514,6.113564467,6.11355842,3,,-36.191,1764509144556.998,1764505544556.998,6.2,,,-0.738,-0.854,0.257,72.535,3.644,-46.523,92820.633,68988.828,-0.123,-0.099,-0.097,4847.044,52995.551,34978.039,-14027.883,50082.719,32933.996,5127.816,-1078.064,6551.182,-2830.836,11678.998,1013.407,-11.604,-55.22,-40.859,-95.174,30.544,57.6,30.544,75.144,7.756,19.464,30_11_2025_Run11,Gian,Gian Stragiotti,Tack,14.0,1764505550.757,1764505564.757,0,2
